# MISSION PROFILE DATA
# Timestamp: 2026-06-18 18:27:05
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=28.00, I=0.05, D=12.50
# Neutral ADC: 1609
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.000,101.32,3871,120,2
0.00,-0.000,101.32,3841,120,2
0.13,0.001,101.33,3788,120,2
0.20,-0.000,101.32,3735,120,2
0.35,0.000,101.33,3682,120,2
0.38,0.000,101.33,3632,120,2
0.54,-0.000,101.32,3584,120,2
0.61,-0.000,101.32,3542,120,2
0.75,-0.000,101.32,3499,120,2
0.78,0.001,101.33,3452,120,2
0.89,-0.000,101.32,3407,120,2
1.02,-0.000,101.32,3361,120,2
1.20,0.000,101.33,3316,120,2
1.20,-0.000,101.32,3267,120,2
1.28,0.000,101.33,3217,120,2
1.38,-0.000,101.32,3166,120,2
1.52,0.000,101.33,3117,120,2
1.59,0.001,101.33,3068,120,2
1.74,0.000,101.33,3019,120,2
1.78,-0.000,101.32,2972,120,2
1.88,0.000,101.33,2928,120,2
1.98,0.000,101.33,2886,120,2
2.13,-0.000,101.32,2846,120,2
2.19,0.000,101.33,2804,120,2
2.32,0.000,101.33,2764,120,2
2.46,-0.000,101.32,2717,120,2
2.52,0.001,101.33,2670,120,2
2.65,0.001,101.33,2621,120,2
2.68,0.001,101.34,2578,120,2
2.78,0.000,101.33,2535,120,2
2.94,0.001,101.33,2489,120,2
3.00,-0.000,101.32,2441,120,2
3.14,-0.000,101.32,2394,120,2
3.18,0.001,101.33,2348,120,2
3.29,0.000,101.33,2301,120,2
3.38,0.000,101.33,2253,120,2
3.54,-0.001,101.32,2205,120,2
3.60,-0.000,101.32,2157,120,2
3.72,0.001,101.33,2106,120,2
3.78,0.000,101.33,2057,120,2
3.88,-0.000,101.32,2005,120,2
3.99,-0.000,101.32,1958,120,2
4.11,-0.000,101.32,1910,120,2
4.31,-0.000,101.32,1863,120,2
4.31,0.000,101.33,1816,120,2
4.45,-0.001,101.32,1770,120,2
4.52,-0.000,101.32,1721,120,2
4.67,-0.000,101.32,1673,120,2
4.68,0.000,101.33,1632,120,2
4.78,-0.000,101.32,1594,120,2
4.88,0.001,101.33,1547,120,2
