# MISSION PROFILE DATA
# Timestamp: 2026-06-25 15:40:35
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=300.00, I=0.00, D=120.00
# Neutral ADC: 1845
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.001,101.33,1825,1845,2
0.00,0.000,101.33,1826,1831,2
0.14,0.001,101.33,1825,1831,2
0.15,0.000,101.33,1820,1544,2
0.34,-0.000,101.32,1778,1621,2
0.34,0.001,101.33,1751,1674,2
0.44,0.002,101.34,1752,1712,2
0.54,0.000,101.33,1750,1738,2
0.65,0.002,101.34,1747,1756,2
0.75,0.001,101.34,1746,1769,2
0.85,0.001,101.34,1745,1778,2
1.01,0.003,101.35,1747,1784,2
1.06,0.003,101.35,1746,1789,2
1.22,0.004,101.37,1745,1792,2
1.25,0.004,101.37,1746,1794,2
1.35,0.004,101.37,1745,1796,2
1.45,0.005,101.37,1742,1797,2
1.54,0.006,101.39,1770,1798,2
1.64,0.008,101.40,1790,1798,2
1.74,0.008,101.41,1796,1799,2
1.85,0.009,101.42,1798,1799,2
2.02,0.010,101.43,1797,1799,2
2.19,0.013,101.45,1797,1799,2
2.19,0.013,101.45,1797,1799,2
2.25,0.013,101.45,1797,1799,2
2.35,0.014,101.47,1797,1800,2
2.44,0.015,101.47,1797,1800,2
2.54,0.016,101.49,1797,1800,2
2.64,0.017,101.50,1797,1800,2
2.74,0.019,101.52,1798,1800,2
2.85,0.019,101.52,1797,1800,2
3.00,0.022,101.55,1797,1800,2
3.17,0.024,101.57,1798,1800,2
3.17,0.023,101.56,1797,1800,2
3.26,0.026,101.58,1797,1800,2
3.34,0.027,101.59,1796,1800,2
3.44,0.029,101.61,1797,1800,2
3.55,0.029,101.62,1798,1800,2
3.65,0.031,101.64,1798,1800,2
3.75,0.031,101.64,1798,1800,2
