# MISSION PROFILE DATA
# Timestamp: 2026-06-19 14:40:04
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.15 m
# Hold Duration: 30 s
# PID: P=100.00, I=0.00, D=50.00
# Neutral ADC: 1600
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.000,101.33,3871,200,2
0.04,-0.001,101.32,3830,200,2
0.14,0.000,101.33,3775,200,2
0.25,0.001,101.34,3719,200,2
0.35,-0.000,101.32,3664,200,2
0.45,0.001,101.33,3610,200,2
0.55,-0.000,101.32,3567,200,2
0.71,-0.001,101.32,3518,200,2
0.75,0.001,101.33,3467,200,2
0.85,-0.000,101.32,3416,200,2
0.95,0.000,101.33,3366,200,2
1.04,-0.000,101.32,3314,200,2
1.14,-0.000,101.32,3261,200,2
1.24,0.001,101.33,3206,200,2
1.35,-0.001,101.32,3154,200,2
1.45,-0.000,101.32,3100,200,2
1.56,-0.000,101.32,3046,200,2
1.73,0.000,101.33,2995,200,2
1.74,-0.000,101.32,2945,200,2
1.85,0.000,101.33,2898,200,2
1.95,-0.000,101.32,2853,200,2
2.05,-0.001,101.32,2806,200,2
2.14,0.000,101.33,2761,200,2
2.24,-0.000,101.32,2711,200,2
2.34,0.000,101.33,2657,200,2
2.44,-0.000,101.32,2603,200,2
2.56,0.000,101.33,2555,200,2
2.72,-0.000,101.32,2517,200,2
2.74,-0.001,101.32,2459,200,2
2.85,-0.000,101.32,2411,200,2
2.95,-0.000,101.32,2361,200,2
3.05,-0.001,101.32,2306,200,2
3.16,0.000,101.33,2249,200,2
3.24,-0.000,101.32,2197,200,2
3.34,-0.000,101.32,2142,200,2
3.45,0.000,101.33,2088,200,2
3.58,-0.000,101.32,2041,200,2
3.73,0.000,101.33,1989,200,2
3.75,0.000,101.33,1946,200,2
3.86,0.001,101.34,1900,200,2
3.94,0.000,101.33,1859,200,2
4.04,0.000,101.33,1813,200,2
4.14,-0.001,101.32,1785,200,2
4.25,-0.001,101.32,1749,200,2
4.35,0.001,101.33,1715,200,2
4.46,0.001,101.33,1678,200,2
4.55,0.000,101.33,1629,200,2
4.72,-0.000,101.32,1589,200,2
4.75,0.001,101.33,1539,200,2
4.85,0.001,101.33,1485,200,2
4.95,0.001,101.33,1423,200,2
