# MISSION PROFILE DATA
# Timestamp: 2026-06-13 13:52:08
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 10 s
# PID: P=500.00, I=25.00, D=200.00
# Neutral ADC: 1600
# Bounds: 0 to 4095
# Depth Offset: -0.127 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
11.29,-0.000,101.32,1629,1625
11.31,-0.001,101.31,1629,1625
11.47,-0.002,101.31,1629,1625
11.58,-0.001,101.32,1629,1625
11.63,-0.003,101.30,1629,1625
11.73,0.001,101.33,1629,1625
11.83,-0.003,101.30,1629,1625
11.92,0.002,101.34,1629,1625
12.07,-0.004,101.29,1629,1625
12.18,0.002,101.35,1629,1625
12.22,0.001,101.34,1629,1625
12.35,0.001,101.33,1629,1625
12.46,-0.001,101.32,1629,1625
12.61,0.003,101.35,1629,1625
12.61,-0.002,101.30,1629,1625
12.72,-0.002,101.31,1629,1625
12.88,-0.001,101.32,1629,1625
13.00,-0.003,101.29,1629,1625
13.01,0.000,101.33,1629,1625
13.11,0.002,101.34,1629,1625
13.23,0.001,101.34,1629,1625
13.32,-0.002,101.30,1629,1625
13.44,0.003,101.35,1629,1625
13.59,-0.000,101.32,1629,1625
13.63,0.002,101.35,1629,1625
13.74,-0.000,101.32,1629,1625
13.84,0.000,101.33,1629,1625
13.97,0.000,101.33,1629,1625
14.10,0.003,101.35,1629,1625
14.11,-0.001,101.32,1629,1625
14.24,0.000,101.33,1629,1625
14.35,0.000,101.33,1629,1625
14.46,-0.002,101.31,1629,1625
14.61,0.003,101.36,1629,1625
14.62,0.000,101.33,1629,1625
14.74,0.001,101.33,1629,1625
14.86,-0.001,101.31,1629,1625
14.96,0.000,101.33,1629,1625
