# MISSION PROFILE DATA
# Timestamp: 2026-06-18 18:46:42
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=28.00, I=0.05, D=12.50
# Neutral ADC: 1609
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.001,101.33,1703,1663,2
0.30,-0.000,101.32,1683,1436,2
0.30,-0.000,101.32,1716,1466,2
0.57,0.000,101.33,1579,1514,2
0.59,-0.001,101.31,1602,1503,2
0.60,-0.000,101.32,1559,1521,2
1.00,-0.000,101.32,1536,1533,2
1.00,0.001,101.34,1547,1526,2
1.02,0.001,101.34,1548,1530,2
1.19,0.001,101.34,1538,1536,2
1.20,0.002,101.34,1539,1537,2
1.30,0.000,101.33,1540,1537,2
1.50,0.001,101.34,1541,1537,2
1.83,0.004,101.37,1544,1538,2
1.83,0.003,101.36,1543,1538,2
1.83,0.003,101.35,1543,1538,2
2.02,0.005,101.38,1545,1539,2
2.03,0.005,101.37,1545,1539,2
2.18,0.005,101.38,1544,1539,2
2.20,0.006,101.39,1544,1539,2
2.30,0.006,101.39,1545,1539,2
2.40,0.008,101.40,1545,1539,2
2.64,0.010,101.42,1545,1539,2
2.64,0.010,101.42,1545,1539,2
2.70,0.010,101.43,1545,1539,2
2.83,0.011,101.44,1545,1539,2
2.95,0.013,101.45,1544,1539,2
3.01,0.012,101.45,1545,1539,2
3.14,0.014,101.47,1545,1539,2
3.20,0.014,101.47,1545,1539,2
3.30,0.016,101.49,1545,1539,2
3.57,0.018,101.51,1545,1539,2
3.59,0.019,101.52,1545,1539,2
3.81,0.020,101.53,1545,1539,2
3.81,0.022,101.55,1545,1539,2
3.93,0.023,101.56,1545,1539,2
4.02,0.024,101.56,1545,1539,2
4.16,0.027,101.59,1545,1539,2
4.20,0.026,101.59,1546,1539,2
4.40,0.029,101.62,1545,1539,2
4.40,0.029,101.62,1545,1539,2
4.50,0.032,101.65,1545,1539,2
4.60,0.033,101.65,1545,1540,2
4.76,0.035,101.68,1545,1540,2
4.80,0.037,101.70,1545,1540,2
4.90,0.037,101.70,1545,1540,2
5.00,0.039,101.72,1544,1540,2
5.10,0.040,101.73,1545,1540,2
5.20,0.042,101.75,1545,1540,2
5.30,0.044,101.77,1545,1540,2
5.56,0.049,101.82,1545,1540,2
5.60,0.050,101.83,1546,1540,2
5.70,0.051,101.84,1545,1540,2
5.80,0.054,101.87,1545,1540,2
5.90,0.057,101.90,1545,1540,2
6.00,0.058,101.91,1545,1540,2
6.10,0.059,101.92,1545,1540,2
6.20,0.061,101.94,1544,1540,2
6.40,0.065,101.98,1544,1540,2
6.40,0.066,101.99,1544,1540,2
6.59,0.070,102.03,1545,1541,2
6.60,0.071,102.04,1544,1541,2
6.70,0.072,102.05,1544,1541,2
6.80,0.075,102.08,1545,1541,2
6.90,0.077,102.11,1544,1541,2
7.10,0.081,102.14,1544,1541,2
7.10,0.082,102.15,1544,1541,2
7.20,0.085,102.18,1545,1541,2
7.30,0.086,102.19,1544,1541,2
7.54,0.092,102.25,1544,1541,2
7.60,0.094,102.27,1544,1541,2
7.70,0.096,102.29,1544,1541,2
7.90,0.101,102.35,1544,1541,2
7.90,0.101,102.34,1544,1541,2
8.10,0.107,102.40,1544,1542,2
8.10,0.106,102.40,1543,1542,2
8.20,0.110,102.43,1544,1542,2
8.30,0.112,102.46,1546,1542,2
8.56,0.120,102.53,1546,1542,2
8.60,0.120,102.54,1545,1542,2
8.70,0.123,102.57,1545,1542,2
8.90,0.129,102.62,1545,1542,2
8.90,0.128,102.62,1545,1542,2
9.10,0.135,102.69,1544,1542,2
9.10,0.135,102.68,1545,1542,2
9.30,0.140,102.74,1545,1543,2
9.30,0.141,102.75,1545,1543,2
9.57,0.149,102.82,1546,1543,2
9.60,0.150,102.84,1545,1543,2
9.70,0.153,102.87,1545,1543,2
9.80,0.155,102.89,1546,1543,2
9.90,0.158,102.92,1545,1543,2
10.00,0.163,102.97,1545,1543,2
10.10,0.165,102.99,1544,1544,2
10.20,0.167,103.01,1544,1544,2
10.30,0.172,103.06,1543,1544,2
10.54,0.180,103.14,1544,1544,2
10.60,0.182,103.16,1544,1544,2
10.70,0.186,103.20,1544,1544,2
10.90,0.191,103.26,1544,1544,2
10.90,0.192,103.26,1544,1544,2
11.10,0.199,103.33,1542,1544,2
11.10,0.198,103.33,1543,1544,2
11.20,0.203,103.37,1543,1544,2
11.30,0.205,103.39,1543,1545,2
11.40,0.209,103.43,1543,1545,2
11.57,0.215,103.50,1543,1545,2
11.70,0.219,103.54,1544,1545,2
11.70,0.220,103.54,1545,1545,2
11.80,0.222,103.56,1544,1545,2
12.00,0.230,103.65,1543,1545,2
12.00,0.231,103.65,1545,1545,2
12.10,0.234,103.69,1543,1546,2
12.20,0.239,103.73,1545,1546,2
12.30,0.242,103.76,1543,1546,2
12.44,0.247,103.82,1543,1546,2
12.60,0.252,103.87,1544,1546,2
12.72,0.256,103.91,1543,1546,2
12.74,0.257,103.92,1544,1546,2
12.87,0.263,103.98,1544,1546,2
12.90,0.264,103.99,1544,1546,2
13.00,0.268,104.02,1544,1546,2
13.10,0.272,104.07,1543,1546,2
13.20,0.277,104.12,1544,1547,2
13.30,0.280,104.15,1544,1547,2
13.50,0.288,104.23,1544,1547,2
13.50,0.288,104.23,1543,1547,2
13.70,0.295,104.30,1545,1547,2
13.70,0.295,104.30,1544,1547,2
13.83,0.300,104.35,1545,1547,2
13.90,0.304,104.39,1544,1547,2
14.10,0.311,104.47,1544,1547,2
14.10,0.311,104.47,1544,1548,2
14.20,0.316,104.51,1544,1548,2
14.30,0.320,104.55,1544,1548,2
14.40,0.324,104.59,1545,1548,2
14.50,0.329,104.64,1545,1548,2
14.70,0.336,104.72,1547,1548,2
14.70,0.337,104.72,1544,1548,2
14.81,0.341,104.76,1546,1549,2
15.00,0.349,104.85,1545,1548,2
15.00,0.349,104.85,1545,1549,2
15.10,0.353,104.89,1545,1549,2
15.30,0.362,104.98,1545,1549,2
15.30,0.362,104.97,1545,1549,2
15.40,0.366,105.02,1544,1549,2
15.50,0.369,105.05,1544,1549,2
15.60,0.374,105.10,1544,1549,2
15.70,0.378,105.14,1543,1550,2
15.83,0.383,105.19,1543,1550,2
16.01,0.392,105.28,1544,1550,2
16.02,0.392,105.29,1545,1550,2
16.10,0.395,105.32,1544,1550,2
16.20,0.401,105.37,1544,1550,2
16.30,0.405,105.41,1544,1550,2
16.40,0.409,105.45,1544,1550,2
16.50,0.414,105.50,1544,1551,2
16.70,0.422,105.59,1544,1551,2
16.70,0.423,105.59,1543,1550,2
16.82,0.428,105.64,1544,1551,2
16.94,0.433,105.69,1543,1551,2
17.00,0.436,105.72,1543,1551,2
17.20,0.444,105.81,1542,1551,2
17.20,0.445,105.82,1543,1551,2
17.30,0.450,105.87,1542,1552,2
17.50,0.459,105.95,1541,1552,2
17.60,0.463,106.00,1541,1552,2
17.84,0.474,106.11,1541,1552,2
17.86,0.475,106.12,1541,1552,2
17.90,0.478,106.14,1542,1553,2
18.02,0.482,106.19,1542,1553,2
18.10,0.487,106.24,1541,1553,2
18.20,0.492,106.29,1541,1553,2
18.30,0.495,106.32,1541,1553,2
18.40,0.501,106.38,1541,1553,2
18.50,0.506,106.43,1541,1553,2
18.60,0.510,106.47,1542,1553,2
18.70,0.515,106.52,1542,1553,2
18.85,0.521,106.58,1542,1554,2
18.91,0.524,106.61,1541,1554,2
19.08,0.533,106.71,1541,1554,2
19.10,0.533,106.71,1541,1554,2
19.20,0.539,106.76,1540,1554,2
19.30,0.542,106.80,1540,1554,2
19.50,0.553,106.90,1541,1554,2
19.60,0.558,106.96,1541,1555,2
19.70,0.563,107.00,1540,1555,2
19.90,0.572,107.10,1541,1555,2
19.90,0.572,107.10,1542,1555,2
20.05,0.579,107.17,1541,1555,2
20.23,0.588,107.26,1540,1555,2
20.23,0.589,107.27,1541,1555,2
20.30,0.591,107.29,1540,1556,2
20.40,0.597,107.35,1540,1556,2
20.57,0.604,107.42,1540,1556,2
20.63,0.608,107.46,1540,1556,2
20.76,0.615,107.53,1539,1556,2
20.80,0.617,107.55,1540,1556,2
20.90,0.623,107.61,1540,1556,2
21.10,0.632,107.70,1540,1556,2
21.10,0.632,107.70,1540,1557,2
21.20,0.636,107.74,1539,1557,2
21.30,0.641,107.80,1541,1557,2
21.40,0.647,107.85,1540,1557,2
21.60,0.657,107.96,1539,1557,2
21.60,0.657,107.96,1539,1557,2
21.80,0.667,108.06,1538,1557,2
21.80,0.667,108.06,1539,1558,2
22.11,0.683,108.21,1538,1558,2
22.11,0.682,108.21,1541,1558,2
22.20,0.688,108.27,1541,1558,2
22.20,0.688,108.27,1541,1558,2
22.40,0.698,108.37,1542,1558,2
22.40,0.699,108.37,1540,1559,2
22.50,0.703,108.42,1543,1559,2
22.60,0.709,108.48,1541,1559,2
22.70,0.713,108.52,1539,1559,2
22.80,0.719,108.58,1540,1559,2
22.90,0.724,108.63,1540,1559,2
23.06,0.731,108.70,1540,1559,2
23.10,0.734,108.73,1541,1560,2
23.24,0.742,108.81,1540,1560,2
23.30,0.743,108.82,1540,1560,2
23.40,0.750,108.89,1540,1560,2
23.52,0.756,108.96,1540,1560,2
23.66,0.762,109.02,1539,1560,2
23.70,0.765,109.04,1540,1561,2
23.80,0.771,109.10,1540,1561,2
23.90,0.776,109.16,1540,1561,2
24.10,0.787,109.26,1541,1561,2
24.10,0.787,109.27,1539,1561,2
24.20,0.791,109.30,1540,1561,2
24.30,0.797,109.36,1540,1561,2
