# MISSION PROFILE DATA
# Timestamp: 2026-06-19 15:06:14
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.15 m
# Hold Duration: 30 s
# PID: P=80.00, I=0.50, D=50.00
# Neutral ADC: 1600
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.001,101.31,3909,1034,2
0.12,0.000,101.33,3825,1135,2
0.23,0.000,101.33,3777,1214,2
0.40,-0.001,101.32,3744,1270,2
0.41,0.001,101.33,3677,1309,2
0.49,-0.000,101.32,3614,1336,2
0.59,-0.001,101.32,3556,1355,2
0.67,-0.001,101.32,3495,1368,2
0.78,-0.000,101.32,3432,1378,2
0.88,-0.001,101.32,3380,1384,2
0.98,-0.001,101.32,3311,1389,2
1.09,-0.000,101.32,3269,1392,2
1.21,0.000,101.33,3201,1394,2
1.39,0.000,101.33,3144,1396,2
1.39,-0.000,101.32,3096,1397,2
1.49,-0.000,101.32,3032,1398,2
1.59,0.000,101.33,2968,1398,2
1.68,0.001,101.34,2923,1399,2
1.78,0.001,101.33,2872,1399,2
1.88,-0.000,101.32,2834,1399,2
1.98,-0.000,101.32,2785,1399,2
2.09,0.000,101.33,2727,1399,2
2.21,0.000,101.33,2686,1399,2
2.38,0.001,101.34,2653,1399,2
2.38,0.000,101.33,2625,1399,2
2.49,-0.000,101.32,2557,1399,2
2.59,-0.000,101.32,2521,1399,2
2.69,0.000,101.33,2481,1399,2
2.78,-0.001,101.31,2440,1399,2
2.88,-0.001,101.32,2377,1399,2
2.98,0.000,101.33,2326,1399,2
3.09,0.001,101.33,2313,1400,2
3.34,0.000,101.33,2259,1400,2
3.34,-0.001,101.32,2201,1399,2
3.38,-0.001,101.32,2163,1399,2
3.48,-0.001,101.32,2112,1399,2
3.59,0.000,101.33,2067,1399,2
3.69,-0.000,101.32,2021,1400,2
3.79,-0.000,101.32,1965,1400,2
3.89,0.000,101.33,1928,1400,2
3.98,0.001,101.33,1849,1400,2
4.08,-0.000,101.32,1807,1400,2
4.37,0.000,101.33,1754,1399,2
4.37,-0.001,101.32,1675,1399,2
4.39,0.000,101.33,1631,1399,2
4.49,0.000,101.33,1586,1400,2
4.58,0.000,101.33,1526,1400,2
4.68,-0.001,101.32,1509,1400,2
4.78,-0.001,101.32,1467,1399,2
4.89,0.000,101.33,1434,1399,2
4.99,0.002,101.34,1441,1400,2
5.10,0.001,101.33,1426,1400,2
5.21,0.001,101.34,1667,1400,2
5.36,0.002,101.35,1617,1400,2
5.38,0.003,101.36,1557,1400,2
5.48,0.003,101.35,1564,1400,2
5.59,0.004,101.36,1546,1400,2
5.69,0.005,101.38,1176,1400,2
5.79,0.005,101.38,1428,1400,2
5.88,0.006,101.38,1492,1400,2
5.98,0.005,101.38,1454,1400,2
6.08,0.008,101.41,1417,1400,2
6.21,0.009,101.41,1460,1401,2
6.40,0.012,101.45,1412,1401,2
6.40,0.012,101.45,1187,1401,2
6.48,0.013,101.46,1363,1401,2
6.59,0.016,101.48,1507,1401,2
6.69,0.017,101.49,1392,1402,2
6.79,0.018,101.51,1382,1402,2
6.89,0.021,101.53,1317,1402,2
6.98,0.023,101.55,1418,1402,2
7.08,0.025,101.57,1251,1402,2
7.23,0.028,101.61,1319,1402,2
7.35,0.031,101.64,1303,1403,2
7.39,0.032,101.65,1358,1403,2
7.50,0.035,101.68,1452,1403,2
7.58,0.037,101.70,1403,1403,2
7.68,0.042,101.75,1305,1404,2
7.78,0.044,101.77,1368,1404,2
7.89,0.048,101.81,1487,1404,2
7.99,0.052,101.85,1400,1405,2
8.09,0.054,101.87,1401,1405,2
8.21,0.059,101.92,1362,1405,2
8.38,0.065,101.98,1337,1406,2
8.38,0.065,101.98,1382,1405,2
8.48,0.070,102.03,1336,1406,2
8.58,0.074,102.07,1354,1407,2
8.69,0.078,102.11,1319,1407,2
8.79,0.083,102.16,1515,1408,2
8.89,0.087,102.20,1460,1408,2
9.00,0.092,102.25,1408,1409,2
9.10,0.097,102.30,1403,1409,2
9.19,0.100,102.34,1403,1410,2
9.34,0.109,102.42,1402,1410,2
9.39,0.110,102.44,1402,1411,2
9.49,0.115,102.49,1401,1410,2
9.59,0.120,102.53,1401,1411,2
9.69,0.125,102.59,1399,1411,2
9.80,0.131,102.65,1398,1412,2
9.90,0.136,102.70,1397,1413,2
10.00,0.142,102.76,1396,1413,2
10.08,0.147,102.81,1396,1414,2
10.25,0.155,102.89,1395,1414,2
10.38,0.164,102.98,1395,1415,2
10.40,0.164,102.98,1395,1414,2
10.48,0.170,103.04,1394,1415,2
10.59,0.177,103.11,1394,1416,2
10.69,0.182,103.16,1394,1417,2
10.79,0.188,103.22,1394,1417,2
10.89,0.194,103.28,1394,1417,2
11.00,0.202,103.36,1394,1418,2
11.10,0.207,103.41,1394,1419,2
11.21,0.213,103.48,1394,1419,2
11.37,0.224,103.59,1392,1420,2
11.39,0.226,103.60,1392,1421,2
11.50,0.233,103.67,1391,1421,2
11.60,0.240,103.74,1391,1421,2
11.68,0.246,103.81,1391,1422,2
11.79,0.252,103.87,1391,1422,2
11.89,0.259,103.94,1391,1423,2
11.99,0.267,104.02,1391,1423,2
12.10,0.273,104.08,1391,1424,2
12.25,0.284,104.19,1391,1425,2
12.39,0.294,104.30,1390,1426,2
12.39,0.294,104.29,1390,1425,2
12.49,0.303,104.38,1389,1426,2
12.60,0.310,104.45,1389,1428,2
12.70,0.317,104.52,1389,1428,2
12.80,0.325,104.61,1389,1428,2
12.88,0.332,104.67,1389,1429,2
12.99,0.339,104.74,1389,1430,2
13.09,0.347,104.83,1389,1430,2
13.21,0.356,104.92,1389,1431,2
13.37,0.369,105.05,1388,1432,2
13.39,0.371,105.07,1388,1434,2
13.49,0.378,105.14,1388,1433,2
13.60,0.386,105.22,1389,1433,2
13.70,0.394,105.31,1389,1434,2
13.80,0.403,105.39,1389,1435,2
13.89,0.409,105.46,1388,1436,2
13.99,0.418,105.55,1388,1436,2
14.09,0.426,105.63,1388,1437,2
14.26,0.440,105.76,1388,1438,2
14.39,0.450,105.87,1388,1440,2
14.39,0.451,105.87,1464,1438,2
14.49,0.460,105.97,1518,1440,2
14.59,0.468,106.05,1372,1440,2
14.69,0.476,106.13,1439,1441,2
14.80,0.485,106.21,1470,1442,2
14.90,0.493,106.30,1511,1443,2
15.00,0.503,106.40,1517,1443,2
15.09,0.509,106.46,1506,1444,2
15.23,0.520,106.57,1435,1444,2
15.36,0.532,106.69,1417,1446,2
15.40,0.535,106.72,1411,1447,2
15.50,0.543,106.81,1489,1446,2
15.60,0.552,106.90,1474,1447,2
15.69,0.558,106.96,1442,1448,2
15.79,0.568,107.05,1392,1448,2
15.89,0.576,107.14,1483,1449,2
15.99,0.585,107.23,1441,1450,2
16.10,0.593,107.31,1410,1451,2
16.20,0.601,107.39,1401,1451,2
16.36,0.616,107.54,1343,1452,2
16.40,0.620,107.58,1494,1454,2
16.49,0.626,107.64,1577,1453,2
16.59,0.635,107.73,1507,1453,2
16.69,0.644,107.83,1469,1454,2
16.80,0.654,107.92,1508,1455,2
16.90,0.662,108.00,1469,1456,2
17.00,0.670,108.09,1508,1457,2
17.11,0.679,108.18,1448,1457,2
17.24,0.690,108.29,1534,1458,2
17.39,0.703,108.42,1381,1459,2
17.39,0.703,108.42,1373,1458,2
17.49,0.711,108.50,1447,1460,2
17.60,0.720,108.59,1597,1461,2
17.70,0.729,108.68,1534,1461,2
17.80,0.737,108.77,1571,1462,2
17.91,0.746,108.85,1345,1463,2
17.99,0.752,108.91,1362,1463,2
18.09,0.762,109.01,1495,1464,2
18.25,0.775,109.14,1542,1465,2
18.41,0.788,109.28,1545,1466,2
18.41,0.788,109.28,1541,1465,2
18.49,0.795,109.34,1584,1467,2
18.59,0.803,109.42,1495,1467,2
18.70,0.812,109.52,1164,1468,2
18.80,0.821,109.61,1367,1469,2
18.89,0.828,109.68,1332,1469,2
18.99,0.837,109.77,1618,1470,2
19.09,0.845,109.85,1537,1471,2
19.20,0.853,109.93,1504,1471,2
19.36,0.865,110.06,1556,1472,2
19.40,0.871,110.11,1548,1473,2
19.50,0.878,110.19,1561,1473,2
19.61,0.886,110.26,1393,1474,2
19.69,0.894,110.34,1551,1474,2
19.79,0.902,110.42,1303,1475,2
19.90,0.910,110.51,1381,1476,2
20.00,0.919,110.60,1339,1476,2
20.11,0.927,110.68,1605,1477,2
20.24,0.938,110.79,1495,1478,2
20.37,0.949,110.90,1506,1479,2
20.39,0.951,110.92,1435,1480,2
20.49,0.960,111.01,1245,1479,2
20.60,0.968,111.10,1418,1480,2
20.70,0.978,111.19,1448,1481,2
20.80,0.986,111.27,1696,1482,2
20.90,0.994,111.36,1623,1483,2
21.01,1.003,111.45,1393,1483,2
21.09,1.009,111.51,1578,1484,2
21.23,1.019,111.61,1522,1484,2
21.35,1.031,111.72,1497,1485,2
21.39,1.033,111.75,1312,1487,2
21.49,1.042,111.84,1420,1486,2
21.60,1.050,111.92,1593,1487,2
21.70,1.058,112.00,1497,1487,2
21.80,1.068,112.11,1446,1488,2
21.90,1.075,112.17,1617,1489,2
21.99,1.082,112.24,1543,1490,2
22.09,1.089,112.32,1561,1490,2
22.21,1.100,112.43,1497,1490,2
22.39,1.114,112.57,1228,1492,2
22.41,1.115,112.58,1274,1490,2
22.49,1.122,112.65,1302,1493,2
22.59,1.131,112.74,1435,1493,2
22.70,1.140,112.82,1504,1494,2
22.80,1.148,112.91,1639,1495,2
22.90,1.158,113.01,1562,1496,2
