# MISSION PROFILE DATA
# Timestamp: 2026-06-25 16:00:50
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=95.00, I=0.00, D=650.00
# Neutral ADC: 1861
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.000,101.32,1722,1710,2
0.10,0.000,101.33,1742,1710,2
0.12,0.000,101.33,1758,200,2
0.29,0.001,101.33,1743,384,2
0.31,0.001,101.34,1690,756,2
0.42,0.001,101.34,1644,1018,2
0.52,0.002,101.35,1607,1200,2
0.62,0.003,101.35,1576,1329,2
0.72,0.004,101.37,1557,1419,2
0.81,0.004,101.37,1549,1483,2
0.91,0.006,101.39,1543,1525,2
1.08,0.010,101.42,1542,1559,2
1.22,0.011,101.43,1541,1587,2
1.23,0.010,101.42,1544,1598,2
1.31,0.013,101.46,1543,1606,2
1.41,0.016,101.49,1574,1618,2
1.51,0.017,101.50,1602,1626,2
1.62,0.019,101.52,1620,1628,2
1.72,0.023,101.56,1628,1631,2
1.83,0.025,101.58,1629,1637,2
1.91,0.027,101.60,1629,1638,2
2.18,0.036,101.69,1628,1638,2
2.18,0.036,101.69,1629,1635,2
2.21,0.037,101.70,1628,1632,2
2.31,0.039,101.72,1629,1651,2
2.41,0.043,101.76,1629,1648,2
2.52,0.047,101.80,1629,1650,2
2.62,0.050,101.83,1629,1651,2
2.72,0.054,101.87,1629,1650,2
2.81,0.058,101.91,1628,1652,2
2.91,0.061,101.95,1629,1653,2
3.05,0.067,102.00,1629,1652,2
3.17,0.072,102.05,1629,1657,2
3.21,0.075,102.08,1628,1659,2
3.32,0.079,102.12,1629,1657,2
3.42,0.083,102.16,1629,1657,2
3.52,0.088,102.21,1629,1657,2
3.63,0.092,102.26,1629,1660,2
3.71,0.097,102.30,1629,1660,2
3.81,0.102,102.36,1628,1662,2
3.92,0.107,102.41,1629,1663,2
4.06,0.114,102.48,1629,1664,2
4.20,0.121,102.55,1629,1670,2
4.22,0.123,102.56,1629,1659,2
4.32,0.128,102.61,1629,1670,2
4.43,0.134,102.67,1628,1670,2
4.51,0.139,102.73,1629,1672,2
4.61,0.144,102.78,1628,1671,2
4.71,0.149,102.83,1629,1671,2
4.82,0.155,102.89,1628,1671,2
4.92,0.162,102.96,1629,1673,2
5.05,0.170,103.04,1629,1677,2
5.19,0.177,103.11,1627,1682,2
5.21,0.180,103.14,1645,1669,2
5.32,0.186,103.20,1653,1681,2
5.42,0.192,103.27,1652,1681,2
5.52,0.198,103.33,1651,1681,2
5.62,0.205,103.40,1650,1682,2
5.71,0.211,103.46,1651,1684,2
5.81,0.217,103.51,1650,1684,2
5.92,0.224,103.59,1649,1684,2
6.16,0.241,103.76,1650,1687,2
6.16,0.242,103.76,1651,1674,2
6.22,0.245,103.80,1650,1702,2
6.31,0.251,103.86,1652,1692,2
6.41,0.259,103.94,1683,1690,2
6.51,0.265,104.00,1693,1694,2
6.62,0.273,104.08,1698,1692,2
6.72,0.279,104.14,1698,1696,2
6.82,0.287,104.22,1697,1694,2
6.93,0.295,104.30,1697,1697,2
7.01,0.300,104.35,1697,1700,2
7.18,0.312,104.48,1697,1695,2
7.22,0.316,104.51,1697,1682,2
7.32,0.323,104.59,1698,1706,2
7.43,0.330,104.65,1698,1705,2
7.51,0.337,104.72,1697,1704,2
7.61,0.345,104.80,1697,1703,2
7.72,0.352,104.88,1697,1705,2
7.82,0.359,104.94,1697,1705,2
7.92,0.367,105.02,1697,1705,2
8.06,0.377,105.13,1697,1707,2
8.20,0.387,105.23,1697,1713,2
8.22,0.388,105.24,1697,1697,2
8.32,0.396,105.32,1698,1708,2
8.42,0.404,105.40,1697,1710,2
8.51,0.410,105.46,1697,1712,2
8.61,0.418,105.54,1697,1709,2
8.71,0.426,105.62,1697,1711,2
8.82,0.433,105.70,1698,1713,2
8.92,0.441,105.77,1697,1713,2
9.03,0.449,105.85,1697,1715,2
9.20,0.462,105.99,1698,1716,2
9.22,0.464,106.01,1697,1701,2
9.33,0.472,106.09,1697,1721,2
9.41,0.478,106.15,1698,1722,2
9.51,0.486,106.23,1697,1718,2
9.62,0.495,106.32,1697,1720,2
9.72,0.502,106.39,1698,1723,2
9.82,0.511,106.48,1697,1722,2
9.99,0.522,106.59,1698,1725,2
10.06,0.529,106.66,1698,1709,2
10.20,0.540,106.77,1698,1735,2
10.22,0.541,106.79,1697,1716,2
10.32,0.549,106.87,1697,1728,2
10.43,0.557,106.95,1697,1729,2
10.53,0.566,107.04,1697,1729,2
10.61,0.572,107.09,1697,1732,2
10.72,0.580,107.18,1697,1728,2
10.82,0.588,107.26,1697,1729,2
10.92,0.597,107.35,1697,1730,2
11.05,0.606,107.44,1697,1733,2
11.20,0.619,107.57,1697,1736,2
11.22,0.620,107.58,1698,1719,2
11.32,0.628,107.66,1697,1737,2
11.42,0.636,107.75,1697,1737,2
11.53,0.645,107.84,1697,1737,2
11.63,0.653,107.91,1697,1739,2
11.71,0.660,107.99,1697,1739,2
11.82,0.668,108.07,1697,1738,2
11.92,0.676,108.15,1698,1739,2
12.05,0.688,108.27,1697,1739,2
12.21,0.699,108.38,1698,1748,2
12.23,0.701,108.40,1717,1731,2
12.31,0.708,108.47,1737,1745,2
12.41,0.717,108.56,1742,1743,2
12.52,0.725,108.64,1743,1745,2
12.62,0.733,108.72,1743,1746,2
12.73,0.742,108.81,1743,1746,2
12.83,0.749,108.89,1742,1749,2
12.92,0.757,108.96,1743,1747,2
13.04,0.768,109.07,1742,1747,2
13.17,0.778,109.17,1743,1754,2
13.21,0.782,109.21,1743,1757,2
13.32,0.789,109.28,1743,1748,2
13.42,0.797,109.37,1743,1747,2
13.52,0.805,109.45,1743,1749,2
13.63,0.814,109.54,1743,1750,2
13.73,0.821,109.61,1743,1754,2
13.81,0.828,109.68,1743,1752,2
13.92,0.836,109.76,1742,1751,2
14.05,0.846,109.86,1743,1753,2
14.18,0.856,109.96,1743,1758,2
14.22,0.860,110.00,1743,1742,2
14.33,0.868,110.09,1743,1759,2
14.43,0.877,110.18,1743,1759,2
14.51,0.883,110.23,1743,1762,2
14.62,0.892,110.32,1743,1758,2
14.72,0.899,110.40,1742,1761,2
14.82,0.907,110.48,1743,1759,2
15.01,0.921,110.61,1746,3900,2
15.18,0.934,110.75,1784,3900,2
15.18,0.935,110.76,1837,3900,2
15.22,0.938,110.79,1892,3900,2
15.32,0.945,110.86,1955,3461,2
15.43,0.953,110.94,2011,3036,2
15.53,0.961,111.02,2060,2741,2
15.63,0.968,111.09,2095,2535,2
15.72,0.974,111.15,2124,2389,2
15.82,0.981,111.22,2150,2285,2
15.99,0.989,111.30,2161,2214,2
16.06,0.996,111.37,2159,2167,2
16.19,1.004,111.46,2179,2132,2
16.21,1.005,111.47,2185,2093,2
16.32,1.011,111.52,2178,2084,2
16.42,1.016,111.58,2147,2073,2
16.52,1.021,111.63,2118,2062,2
16.63,1.026,111.68,2093,2055,2
16.73,1.031,111.73,2071,2051,2
16.81,1.035,111.77,2050,2047,2
16.92,1.039,111.81,2041,2043,2
17.08,1.045,111.87,2041,2041,2
