# MISSION PROFILE DATA
# Timestamp: 2026-06-25 00:53:58
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=49.15, I=1.10, D=85.00
# Neutral ADC: 1850
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.000,101.33,3914,1103,2
0.00,-0.000,101.32,3906,1291,2
0.14,-0.000,101.32,3864,1408,2
0.26,0.000,101.33,3808,1504,2
0.28,0.000,101.33,3754,1571,2
0.39,0.000,101.33,3698,1617,2
0.49,-0.001,101.32,3649,1650,2
0.59,0.001,101.33,3596,1673,2
0.68,0.000,101.33,3555,1690,2
0.78,0.000,101.33,3504,1700,2
0.88,0.001,101.33,3454,1708,2
0.99,-0.001,101.31,3402,1714,2
1.13,0.000,101.33,3354,1717,2
1.27,0.000,101.33,3303,1720,2
1.29,-0.000,101.32,3250,1722,2
1.39,-0.000,101.32,3196,1724,2
1.49,-0.000,101.32,3143,1724,2
1.58,-0.000,101.32,3090,1725,2
1.68,-0.000,101.32,3038,1726,2
1.78,-0.001,101.31,2987,1726,2
1.89,-0.000,101.32,2937,1726,2
1.99,0.001,101.34,2893,1726,2
2.14,0.001,101.33,2843,1727,2
2.25,-0.002,101.31,2805,1727,2
2.29,0.000,101.33,2752,1726,2
2.37,-0.000,101.32,2720,1727,2
2.47,0.000,101.33,2668,1727,2
2.58,-0.000,101.32,2614,1727,2
2.68,0.000,101.33,2566,1727,2
2.79,-0.000,101.32,2521,1727,2
2.89,-0.000,101.32,2477,1727,2
2.97,-0.000,101.32,2420,1727,2
3.15,0.000,101.33,2371,1727,2
3.31,-0.000,101.32,2320,1727,2
3.31,-0.000,101.32,2270,1727,2
3.39,-0.000,101.32,2218,1727,2
3.47,0.001,101.34,2165,1727,2
3.58,-0.000,101.32,2113,1727,2
3.68,-0.000,101.32,2060,1727,2
3.78,-0.000,101.32,2007,1727,2
3.89,0.001,101.33,1955,1727,2
4.00,-0.000,101.32,1903,1727,2
4.08,-0.001,101.32,1856,1727,2
4.26,-0.000,101.32,1814,1726,2
4.28,-0.001,101.32,1776,1727,2
4.38,0.000,101.33,1738,1726,2
4.48,0.000,101.33,1714,1727,2
4.58,0.001,101.34,1711,1727,2
4.69,0.002,101.34,1711,1727,2
4.79,0.002,101.35,1711,1727,2
4.88,0.001,101.34,1711,1727,2
4.99,0.002,101.35,1711,1727,2
5.11,0.003,101.35,1711,1727,2
5.22,0.004,101.37,1711,1727,2
5.28,0.005,101.38,1711,1727,2
5.39,0.006,101.39,1711,1728,2
5.49,0.006,101.38,1711,1728,2
5.59,0.008,101.40,1711,1727,2
5.70,0.010,101.42,1711,1728,2
5.78,0.011,101.43,1712,1728,2
5.88,0.012,101.44,1711,1728,2
5.99,0.012,101.45,1711,1728,2
6.11,0.015,101.48,1711,1728,2
6.25,0.017,101.50,1711,1729,2
6.29,0.017,101.50,1711,1729,2
6.39,0.019,101.52,1711,1728,2
6.50,0.020,101.53,1712,1729,2
6.58,0.024,101.56,1711,1729,2
6.68,0.025,101.58,1711,1730,2
6.79,0.028,101.61,1712,1729,2
6.89,0.029,101.62,1711,1730,2
6.99,0.032,101.65,1711,1730,2
7.09,0.034,101.67,1711,1730,2
7.24,0.038,101.71,1711,1730,2
7.28,0.038,101.71,1711,1731,2
7.39,0.040,101.73,1711,1730,2
7.49,0.042,101.75,1710,1730,2
7.59,0.046,101.79,1711,1730,2
7.68,0.047,101.80,1711,1731,2
7.78,0.052,101.85,1711,1731,2
7.89,0.054,101.87,1711,1732,2
7.99,0.056,101.89,1711,1732,2
8.10,0.061,101.94,1711,1731,2
8.23,0.065,101.98,1711,1732,2
8.30,0.066,102.00,1710,1733,2
8.38,0.070,102.03,1711,1732,2
8.48,0.073,102.06,1711,1733,2
8.59,0.075,102.09,1711,1733,2
8.69,0.079,102.13,1710,1733,2
8.79,0.083,102.16,1711,1733,2
8.88,0.086,102.19,1711,1734,2
8.98,0.090,102.24,1711,1734,2
9.23,0.095,102.28,1711,1734,2
9.23,0.100,102.33,1711,1735,2
9.29,0.101,102.34,1709,1735,2
9.39,0.106,102.39,1711,1734,2
9.50,0.110,102.43,1711,1735,2
9.58,0.113,102.46,1711,1735,2
9.68,0.117,102.51,1711,1735,2
