# MISSION PROFILE DATA
# Timestamp: 2026-06-25 12:12:07
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=2.00, I=0.50, D=10.00
# Neutral ADC: 1845
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.001,101.34,1365,1383,2
0.17,0.000,101.33,1365,1237,2
0.17,0.001,101.33,1364,1278,2
0.23,0.001,101.33,1340,1307,2
0.33,0.002,101.35,1321,1327,2
0.44,0.005,101.37,1322,1341,2
0.54,0.006,101.38,1322,1351,2
0.78,0.009,101.42,1322,1358,2
0.79,0.011,101.44,1321,1363,2
0.83,0.013,101.45,1322,1366,2
0.93,0.016,101.48,1322,1368,2
1.03,0.019,101.52,1321,1370,2
1.14,0.023,101.56,1322,1371,2
1.24,0.027,101.60,1321,1372,2
1.33,0.030,101.62,1324,1373,2
1.43,0.035,101.68,1327,1373,2
1.54,0.040,101.73,1352,1374,2
1.72,0.049,101.82,1363,1374,2
1.86,0.057,101.90,1363,1374,2
1.86,0.057,101.90,1362,1374,2
1.93,0.062,101.95,1362,1374,2
2.04,0.067,102.00,1363,1374,2
2.12,0.073,102.06,1363,1374,2
2.23,0.079,102.12,1363,1374,2
2.33,0.086,102.19,1363,1374,2
2.43,0.092,102.26,1363,1374,2
2.53,0.100,102.33,1363,1374,2
2.68,0.112,102.45,1362,1374,2
2.79,0.121,102.54,1362,1375,2
2.84,0.123,102.57,1363,1375,2
2.94,0.131,102.65,1363,1374,2
3.02,0.139,102.72,1363,1374,2
3.12,0.148,102.81,1363,1374,2
3.23,0.157,102.91,1363,1375,2
3.33,0.165,102.99,1362,1375,2
3.44,0.175,103.09,1363,1375,2
3.54,0.185,103.19,1362,1375,2
3.64,0.194,103.28,1363,1375,2
3.79,0.209,103.43,1362,1375,2
3.83,0.212,103.46,1363,1375,2
3.94,0.223,103.57,1363,1375,2
4.04,0.233,103.68,1363,1375,2
4.14,0.244,103.79,1363,1375,2
4.23,0.253,103.88,1363,1375,2
4.33,0.264,103.99,1363,1375,2
4.44,0.275,104.10,1363,1375,2
4.54,0.286,104.21,1362,1375,2
4.92,0.307,104.43,1362,1375,2
4.93,0.330,104.66,1363,1374,2
4.93,0.331,104.66,1363,1375,2
4.93,0.330,104.66,1363,1375,2
5.03,0.343,104.79,1362,1375,2
5.13,0.355,104.90,1363,1375,2
5.24,0.367,105.03,1362,1375,2
5.34,0.379,105.15,1363,1375,2
5.44,0.393,105.29,1363,1375,2
5.53,0.403,105.39,1362,1375,2
5.79,0.436,105.72,1362,1375,2
5.79,0.435,105.72,1363,1375,2
5.83,0.441,105.77,1363,1375,2
5.94,0.453,105.90,1363,1375,2
6.04,0.467,106.03,1363,1375,2
6.14,0.481,106.18,1362,1375,2
6.25,0.494,106.31,1363,1375,2
6.33,0.505,106.42,1363,1375,2
6.43,0.518,106.56,1362,1375,2
6.54,0.533,106.70,1363,1375,2
6.82,0.570,107.08,1362,1375,2
6.82,0.571,107.08,1363,1375,2
6.84,0.573,107.10,1362,1376,2
6.94,0.587,107.25,1363,1376,2
7.03,0.598,107.36,1362,1376,2
7.13,0.613,107.51,1362,1376,2
7.23,0.627,107.65,1363,1376,2
7.33,0.641,107.79,1363,1376,2
7.44,0.655,107.93,1362,1376,2
7.54,0.670,108.08,1363,1376,2
7.68,0.689,108.28,1362,1376,2
7.80,0.705,108.44,1362,1376,2
7.84,0.713,108.52,1363,1376,2
7.94,0.725,108.65,1362,1376,2
8.04,0.742,108.81,1363,1376,2
8.15,0.755,108.95,1362,1376,2
8.23,0.768,109.07,1363,1376,2
8.33,0.783,109.23,1362,1376,2
8.44,0.798,109.38,1362,1376,2
8.55,0.814,109.54,1363,1376,2
8.68,0.832,109.72,1363,1376,2
8.82,0.853,109.93,1362,1376,2
8.84,0.856,109.97,1362,1377,2
8.94,0.871,110.12,1363,1376,2
9.05,0.888,110.28,1362,1376,2
9.13,0.900,110.40,1363,1376,2
9.23,0.914,110.55,1362,1376,2
9.34,0.930,110.71,1363,1376,2
9.44,0.946,110.88,1362,1377,2
9.55,0.961,111.02,1362,1377,2
9.69,0.981,111.23,1363,1377,2
9.81,1.001,111.43,1362,1377,2
9.83,1.005,111.46,1362,1377,2
9.93,1.020,111.62,1363,1377,2
10.04,1.036,111.78,1362,1377,2
10.14,1.051,111.93,1362,1377,2
10.24,1.067,112.09,1362,1377,2
10.33,1.080,112.23,1363,1377,2
10.43,1.096,112.38,1363,1377,2
10.54,1.111,112.54,1362,1377,2
10.68,1.133,112.76,1363,1377,2
10.79,1.149,112.92,1362,1378,2
10.85,1.159,113.02,1363,1378,2
10.93,1.171,113.14,1363,1377,2
11.03,1.187,113.30,1363,1377,2
11.14,1.203,113.47,1363,1378,2
11.24,1.220,113.63,1363,1378,2
11.34,1.236,113.79,1363,1378,2
11.45,1.251,113.95,1362,1378,2
11.53,1.265,114.09,1363,1378,2
11.68,1.285,114.29,1363,1378,2
11.80,1.306,114.50,1362,1378,2
11.84,1.314,114.58,1362,1378,2
11.95,1.329,114.73,1363,1378,2
12.05,1.345,114.90,1362,1378,2
12.13,1.357,115.02,1364,1378,2
12.23,1.374,115.19,1363,1378,2
12.34,1.389,115.34,1362,1378,2
12.44,1.406,115.51,1362,1378,2
12.55,1.424,115.69,1362,1379,2
12.77,1.456,116.02,1362,1379,2
12.77,1.458,116.04,1362,1378,2
12.83,1.466,116.12,1363,1379,2
12.93,1.482,116.28,1362,1379,2
13.03,1.497,116.43,1362,1379,2
13.14,1.515,116.61,1363,1379,2
13.24,1.532,116.79,1363,1379,2
13.35,1.547,116.94,1362,1379,2
13.43,1.561,117.07,1362,1379,2
13.54,1.577,117.24,1362,1379,2
13.80,1.618,117.66,1363,1379,2
13.80,1.619,117.66,1362,1379,2
13.84,1.625,117.73,1363,1380,2
13.94,1.641,117.88,1363,1380,2
14.05,1.657,118.05,1362,1380,2
14.13,1.670,118.18,1362,1380,2
14.24,1.687,118.35,1362,1380,2
14.34,1.703,118.51,1363,1380,2
14.44,1.720,118.68,1362,1380,2
14.55,1.736,118.84,1362,1380,2
14.67,1.752,119.01,1362,1380,2
14.80,1.776,119.25,1363,1380,2
14.84,1.782,119.31,1363,1381,2
14.94,1.798,119.47,1363,1381,2
15.05,1.814,119.63,1362,1381,2
15.13,1.828,119.77,1362,1381,2
15.24,1.844,119.93,1362,1381,2
15.34,1.861,120.10,1362,1381,2
15.45,1.878,120.27,1363,1381,2
15.55,1.894,120.44,1363,1381,2
15.71,1.921,120.71,1363,1381,2
15.84,1.941,120.91,1363,1382,2
15.85,1.941,120.91,1363,1381,2
15.95,1.957,121.08,1363,1382,2
16.05,1.973,121.23,1363,1382,2
16.13,1.986,121.37,1363,1382,2
16.24,2.003,121.54,1362,1382,2
16.34,2.019,121.70,1363,1382,2
16.45,2.035,121.86,1363,1382,2
16.56,2.053,122.04,1363,1382,2
16.70,2.074,122.26,1363,1382,2
16.83,2.097,122.49,1363,1383,2
16.85,2.099,122.51,1362,1382,2
16.93,2.112,122.64,1363,1383,2
17.03,2.129,122.81,1363,1383,2
17.14,2.144,122.96,1363,1383,2
17.24,2.161,123.13,1363,1383,2
17.34,2.178,123.30,1362,1383,2
17.45,2.196,123.48,1362,1383,2
17.53,2.208,123.61,1363,1383,2
17.65,2.224,123.76,1362,1383,2
17.79,2.248,124.01,1362,1384,2
17.85,2.259,124.12,1363,1384,2
17.93,2.271,124.25,1362,1384,2
18.04,2.289,124.42,1363,1384,2
18.14,2.306,124.59,1363,1384,2
18.25,2.323,124.77,1362,1384,2
18.35,2.338,124.92,1362,1384,2
18.44,2.352,125.06,1363,1384,2
18.54,2.368,125.22,1362,1384,2
18.68,2.387,125.41,1363,1385,2
18.79,2.408,125.62,1362,1385,2
18.85,2.418,125.73,1362,1385,2
18.98,2.439,125.93,1363,1385,2
19.16,2.467,126.22,1363,1385,2
19.16,2.466,126.21,1363,1385,2
19.24,2.480,126.35,1363,1385,2
19.35,2.496,126.51,1363,1385,2
19.45,2.513,126.68,1363,1386,2
19.54,2.526,126.82,1363,1386,2
19.65,2.544,126.99,1363,1386,2
19.81,2.570,127.26,1362,1386,2
19.85,2.576,127.32,1362,1386,2
19.93,2.588,127.44,1362,1386,2
20.04,2.606,127.62,1362,1386,2
20.14,2.623,127.79,1362,1386,2
20.24,2.638,127.94,1363,1387,2
20.35,2.655,128.11,1363,1387,2
20.45,2.672,128.29,1363,1387,2
20.54,2.685,128.42,1363,1387,2
20.65,2.703,128.60,1363,1387,2
20.80,2.729,128.86,1362,1387,2
20.84,2.734,128.91,1362,1388,2
20.95,2.750,129.08,1362,1388,2
21.05,2.767,129.24,1363,1388,2
21.13,2.780,129.38,1362,1388,2
21.24,2.797,129.55,1362,1388,2
21.34,2.813,129.71,1363,1388,2
21.44,2.830,129.88,1363,1388,2
21.55,2.846,130.05,1362,1389,2
21.81,2.887,130.46,1362,1389,2
21.81,2.888,130.47,1362,1388,2
21.85,2.894,130.53,1362,1389,2
21.95,2.910,130.69,1363,1389,2
22.03,2.924,130.83,1363,1389,2
22.14,2.940,130.99,1363,1389,2
22.24,2.956,131.16,1362,1390,2
22.35,2.974,131.33,1363,1390,2
22.45,2.990,131.50,1363,1390,2
22.54,3.003,131.63,1362,1390,2
22.65,3.020,131.80,1363,1390,2
22.79,3.044,132.04,1362,1390,2
22.85,3.054,132.14,1362,1391,2
22.93,3.066,132.26,1363,1391,2
23.04,3.082,132.43,1362,1391,2
23.14,3.100,132.61,1363,1391,2
23.25,3.116,132.77,1363,1391,2
23.35,3.133,132.94,1363,1391,2
23.45,3.149,133.10,1363,1391,2
23.54,3.163,133.24,1362,1392,2
23.69,3.186,133.48,1363,1392,2
23.81,3.206,133.68,1363,1392,2
23.85,3.212,133.74,1363,1392,2
23.93,3.226,133.88,1362,1392,2
24.04,3.243,134.05,1363,1392,2
24.14,3.258,134.20,1362,1392,2
24.24,3.275,134.38,1363,1393,2
24.35,3.292,134.55,1362,1393,2
24.45,3.307,134.70,1363,1393,2
24.54,3.321,134.84,1362,1393,2
24.67,3.342,135.05,1363,1393,2
24.79,3.362,135.25,1362,1394,2
24.84,3.369,135.32,1362,1394,2
24.94,3.385,135.48,1363,1394,2
25.04,3.401,135.64,1363,1394,2
25.14,3.419,135.82,1362,1394,2
25.25,3.435,135.98,1362,1394,2
25.35,3.451,136.15,1362,1395,2
25.46,3.468,136.32,1362,1395,2
25.54,3.482,136.46,1363,1395,2
25.79,3.520,136.84,1363,1395,2
25.79,3.522,136.86,1362,1395,2
25.85,3.530,136.94,1362,1396,2
25.95,3.547,137.11,1363,1396,2
