# MISSION PROFILE DATA
# Timestamp: 2026-06-25 11:59:12
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=40.91, I=2.29, D=130.52
# Neutral ADC: 1850
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
34.77,1.571,117.18,1798,1818,2
34.87,1.577,117.24,1797,1818,2
34.97,1.582,117.29,1797,1819,2
35.07,1.588,117.34,1797,1819,2
35.18,1.593,117.40,1798,1819,2
35.26,1.597,117.44,1797,1819,2
35.37,1.603,117.50,1797,1819,2
35.50,1.610,117.57,1797,1820,2
35.67,1.618,117.65,1797,1821,2
35.67,1.620,117.67,1797,1818,2
35.77,1.626,117.73,1796,1821,2
35.88,1.630,117.77,1797,1821,2
35.96,1.634,117.82,1797,1821,2
36.06,1.641,117.88,1797,1821,2
36.16,1.645,117.93,1797,1822,2
36.27,1.651,117.99,1797,1821,2
36.37,1.657,118.05,1797,1822,2
36.48,1.661,118.09,1797,1822,2
36.65,1.671,118.19,1797,1822,2
36.67,1.673,118.21,1797,1824,2
36.77,1.680,118.27,1797,1822,2
36.87,1.683,118.31,1797,1823,2
36.98,1.690,118.37,1797,1822,2
37.08,1.695,118.43,1797,1824,2
37.16,1.699,118.47,1796,1824,2
37.27,1.704,118.52,1797,1823,2
37.47,1.716,118.64,1797,1823,2
37.59,1.721,118.69,1797,1821,2
37.59,1.722,118.70,1797,1825,2
37.72,1.728,118.77,1797,1826,2
37.87,1.737,118.85,1797,1826,2
37.87,1.735,118.83,1796,1823,2
37.97,1.741,118.89,1797,1825,2
38.07,1.748,118.96,1796,1825,2
38.18,1.752,119.01,1796,1826,2
38.28,1.758,119.06,1797,1826,2
38.36,1.762,119.11,1797,1826,2
38.48,1.768,119.17,1797,1826,2
38.67,1.778,119.27,1797,1827,2
38.67,1.778,119.26,1797,1824,2
38.77,1.785,119.33,1797,1827,2
38.88,1.790,119.38,1797,1828,2
38.98,1.794,119.43,1797,1828,2
39.06,1.798,119.47,1797,1827,2
39.17,1.805,119.54,1797,1827,2
39.27,1.810,119.59,1797,1828,2
39.38,1.815,119.64,1797,1828,2
39.53,1.824,119.73,1796,1828,2
39.66,1.831,119.80,1797,1830,2
39.68,1.832,119.81,1796,1828,2
39.77,1.836,119.85,1798,1829,2
39.87,1.841,119.90,1797,1829,2
39.97,1.847,119.97,1797,1829,2
40.08,1.852,120.01,1797,1830,2
40.18,1.858,120.07,1797,1830,2
40.28,1.863,120.13,1797,1830,2
40.39,1.869,120.18,1797,1830,2
40.54,1.876,120.26,1797,1831,2
40.67,1.883,120.33,1796,1832,2
40.67,1.884,120.33,1797,1829,2
40.77,1.888,120.38,1796,1831,2
40.87,1.894,120.43,1797,1831,2
40.98,1.900,120.50,1796,1832,2
41.08,1.906,120.56,1797,1832,2
41.18,1.910,120.60,1798,1833,2
