# MISSION PROFILE DATA
# Timestamp: 2026-06-25 16:57:04
# Deep Target: 2.50 m
# Shallow Target: 0.55 m
# Profile Count: 2
# Deep Tolerance: 0.33 m
# Shallow Tolerance: 0.10 m
# Hold Duration: 30 s
# PID: P=98.00, I=0.00, D=1700.00
# Neutral ADC: 1858
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.000,101.33,1840,1660,2
0.00,-0.001,101.32,1809,1660,2
0.10,0.001,101.33,1773,200,2
0.20,-0.001,101.32,1731,1647,2
0.46,0.000,101.33,1710,1579,2
0.48,-0.000,101.32,1681,1613,2
0.61,0.002,101.34,1662,1613,2
0.61,0.002,101.34,1636,1630,2
0.69,0.002,101.34,1621,1647,2
0.80,0.003,101.35,1613,1613,2
0.90,0.004,101.36,1613,1630,2
1.01,0.004,101.36,1613,1630,2
1.11,0.005,101.38,1613,1613,2
1.21,0.008,101.40,1614,1630,2
1.30,0.008,101.40,1615,1665,2
1.43,0.010,101.42,1624,1614,2
1.62,0.013,101.45,1641,1614,2
1.62,0.013,101.46,1648,1648,2
1.70,0.014,101.47,1648,1665,2
1.80,0.015,101.48,1649,1631,2
1.91,0.019,101.52,1649,1631,2
2.01,0.021,101.54,1648,1683,2
2.11,0.024,101.57,1648,1649,2
2.20,0.025,101.58,1648,1666,2
2.30,0.028,101.60,1648,1632,2
2.42,0.032,101.64,1648,1667,2
2.60,0.037,101.69,1648,1616,2
2.60,0.037,101.70,1648,1684,2
2.71,0.040,101.72,1654,1702,2
2.81,0.043,101.76,1666,1668,2
2.91,0.046,101.79,1666,1668,2
3.00,0.049,101.82,1666,1669,2
3.10,0.052,101.85,1666,1669,2
3.20,0.055,101.88,1666,1669,2
3.42,0.063,101.96,1666,1669,2
3.45,0.063,101.96,1666,1618,2
3.59,0.069,102.03,1673,1755,2
3.61,0.071,102.04,1695,1619,2
3.70,0.074,102.07,1690,1756,2
3.80,0.077,102.10,1697,1671,2
3.90,0.081,102.15,1715,1672,2
4.01,0.086,102.19,1724,1689,2
4.11,0.090,102.24,1723,1706,2
4.21,0.095,102.28,1723,1690,2
4.30,0.098,102.32,1723,1707,2
4.44,0.104,102.37,1723,1674,2
4.50,0.107,102.41,1723,1725,2
4.62,0.112,102.46,1724,1674,2
4.71,0.116,102.49,1723,1623,2
4.81,0.121,102.55,1713,1777,2
4.91,0.126,102.60,1721,1710,2
5.00,0.130,102.63,1739,1710,2
5.10,0.134,102.67,1746,1694,2
5.20,0.138,102.72,1738,1694,2
5.42,0.149,102.83,1718,1695,2
5.42,0.150,102.83,1698,1627,2
5.60,0.158,102.92,1675,1832,2
5.60,0.158,102.92,1680,1628,2
5.71,0.163,102.97,1679,1764,2
5.81,0.168,103.02,1681,1714,2
5.92,0.173,103.07,1696,1714,2
6.00,0.179,103.13,1722,1715,2
6.10,0.183,103.17,1731,1733,2
6.21,0.190,103.24,1733,1699,2
6.39,0.198,103.32,1734,1751,2
6.48,0.203,103.38,1734,1632,2
6.61,0.211,103.46,1722,1768,2
6.62,0.211,103.45,1732,1718,2
6.70,0.214,103.49,1748,1770,2
6.80,0.220,103.55,1754,1685,2
6.91,0.227,103.61,1742,1737,2
7.01,0.231,103.66,1724,1754,2
