# MISSION PROFILE DATA
# Timestamp: 2026-06-18 18:09:53
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=45.00, I=0.00, D=0.00
# Neutral ADC: 1614
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
82.74,2.870,130.29,1650,1661
82.82,2.874,130.32,1650,1661
83.02,2.870,130.28,1650,1661
83.02,2.870,130.29,1650,1662
83.12,2.873,130.32,1651,1661
83.28,2.873,130.31,1650,1661
83.48,2.872,130.30,1651,1661
83.48,2.878,130.37,1650,1661
83.60,2.879,130.38,1650,1662
83.64,2.877,130.35,1650,1662
83.82,2.876,130.35,1649,1662
83.82,2.877,130.36,1650,1662
84.02,2.875,130.34,1650,1662
84.02,2.875,130.33,1651,1662
84.20,2.878,130.37,1650,1662
84.24,2.878,130.37,1651,1662
84.37,2.877,130.36,1651,1662
84.42,2.878,130.37,1650,1662
84.54,2.880,130.39,1650,1662
84.71,2.881,130.39,1651,1662
84.82,2.882,130.40,1651,1662
84.82,2.881,130.40,1650,1662
84.92,2.882,130.41,1650,1662
85.02,2.882,130.41,1650,1662
85.12,2.879,130.38,1649,1662
85.25,2.879,130.38,1651,1662
85.44,2.879,130.38,1651,1662
85.44,2.879,130.38,1650,1662
85.61,2.876,130.34,1650,1662
85.82,2.879,130.38,1650,1662
85.92,2.873,130.32,1649,1662
86.02,2.881,130.40,1650,1662
86.25,2.881,130.40,1650,1662
86.25,2.883,130.41,1650,1662
86.43,2.879,130.37,1650,1662
86.43,2.880,130.39,1650,1662
86.75,2.879,130.38,1650,1662
86.75,2.880,130.38,1651,1662
86.75,2.878,130.37,1651,1662
86.82,2.879,130.37,1651,1662
86.93,2.877,130.35,1649,1662
87.02,2.878,130.37,1650,1662
87.28,2.877,130.36,1650,1662
87.31,2.877,130.36,1650,1662
87.36,2.880,130.38,1651,1662
87.49,2.874,130.33,1649,1663
87.58,2.874,130.32,1651,1662
87.79,2.877,130.36,1649,1662
88.03,2.874,130.32,1651,1663
88.15,2.872,130.30,1650,1662
88.35,2.870,130.29,1650,1662
88.35,2.874,130.33,1649,1662
88.56,2.869,130.27,1649,1663
88.57,2.869,130.27,1650,1663
88.75,2.865,130.23,1650,1662
88.75,2.872,130.30,1650,1663
88.82,2.866,130.25,1650,1663
88.93,2.865,130.24,1650,1662
89.04,2.869,130.27,1651,1662
89.43,2.865,130.23,1649,1663
89.43,2.866,130.25,1650,1663
89.43,2.862,130.20,1650,1663
89.53,2.864,130.22,1650,1662
89.73,2.863,130.21,1650,1663
89.73,2.863,130.22,1650,1663
89.93,2.859,130.18,1650,1663
90.13,2.860,130.18,1649,1663
90.50,2.857,130.16,1650,1663
90.51,2.856,130.15,1650,1663
90.57,2.859,130.18,1650,1663
90.64,2.852,130.10,1650,1663
90.79,2.850,130.09,1650,1663
90.83,2.852,130.10,1650,1663
90.93,2.852,130.10,1650,1663
91.12,2.849,130.08,1650,1663
91.14,2.853,130.12,1649,1663
91.53,2.843,130.01,1649,1663
91.53,2.844,130.03,1649,1663
91.53,2.843,130.02,1650,1663
91.63,2.844,130.02,1649,1662
91.83,2.839,129.98,1649,1663
91.83,2.842,130.00,1649,1663
91.93,2.842,130.01,1650,1663
92.03,2.839,129.98,1650,1663
92.15,2.837,129.95,1649,1663
92.33,2.835,129.93,1649,1663
92.33,2.836,129.94,1649,1663
92.43,2.832,129.90,1650,1663
92.63,2.830,129.88,1649,1663
92.63,2.832,129.90,1649,1663
92.83,2.830,129.88,1649,1663
92.83,2.831,129.90,1650,1663
92.93,2.828,129.86,1649,1663
93.03,2.826,129.85,1649,1663
93.24,2.823,129.81,1649,1663
93.24,2.819,129.77,1650,1663
93.44,2.818,129.77,1649,1662
93.44,2.820,129.79,1649,1662
93.53,2.818,129.76,1649,1663
93.63,2.815,129.74,1648,1663
93.73,2.813,129.71,1650,1662
93.93,2.810,129.69,1650,1663
93.93,2.811,129.70,1649,1662
94.03,2.810,129.68,1650,1663
94.23,2.805,129.63,1649,1663
94.23,2.809,129.67,1649,1663
94.33,2.806,129.64,1649,1663
94.59,2.798,129.56,1649,1663
94.59,2.798,129.56,1649,1662
94.73,2.797,129.55,1649,1662
94.73,2.795,129.53,1650,1662
94.83,2.799,129.57,1648,1662
94.93,2.792,129.50,1650,1663
95.03,2.790,129.48,1650,1662
95.23,2.791,129.49,1649,1662
95.23,2.785,129.43,1649,1662
95.33,2.784,129.42,1649,1662
95.43,2.784,129.42,1650,1662
95.53,2.782,129.40,1650,1662
95.63,2.782,129.39,1648,1662
95.73,2.779,129.37,1651,1662
95.95,2.777,129.35,1650,1662
95.97,2.777,129.35,1649,1662
96.09,2.773,129.31,1649,1662
96.13,2.771,129.29,1650,1662
96.23,2.770,129.28,1650,1662
96.33,2.767,129.25,1649,1662
96.43,2.765,129.23,1650,1662
96.63,2.760,129.18,1649,1662
96.63,2.759,129.17,1649,1662
96.73,2.759,129.16,1650,1662
96.83,2.754,129.12,1648,1662
96.95,2.751,129.09,1650,1662
97.15,2.751,129.09,1650,1662
97.16,2.750,129.07,1649,1662
97.27,2.747,129.05,1650,1662
97.33,2.746,129.03,1648,1662
97.56,2.742,129.00,1649,1662
97.57,2.741,128.98,1649,1662
97.77,2.736,128.93,1649,1662
97.83,2.735,128.93,1650,1662
98.03,2.732,128.90,1649,1662
98.03,2.729,128.87,1650,1662
98.13,2.728,128.86,1648,1662
98.23,2.726,128.83,1649,1662
98.33,2.722,128.79,1649,1662
98.54,2.716,128.73,1649,1662
98.54,2.715,128.72,1649,1662
98.73,2.716,128.73,1648,1661
98.73,2.712,128.69,1649,1662
98.83,2.712,128.69,1648,1661
98.93,2.705,128.62,1649,1662
99.03,2.709,128.66,1649,1661
99.25,2.703,128.60,1649,1662
99.29,2.699,128.56,1650,1662
99.34,2.701,128.58,1650,1661
99.48,2.697,128.54,1650,1661
99.58,2.698,128.55,1648,1661
99.76,2.689,128.46,1649,1661
99.83,2.686,128.43,1648,1661
100.03,2.682,128.39,1650,1661
100.03,2.682,128.39,1650,1661
100.13,2.682,128.39,1650,1661
100.25,2.675,128.32,1649,1661
100.42,2.673,128.29,1649,1661
100.43,2.671,128.28,1650,1661
100.57,2.673,128.30,1648,1661
100.74,2.665,128.21,1651,1661
100.74,2.663,128.20,1649,1661
100.83,2.663,128.20,1649,1661
100.93,2.655,128.12,1649,1661
101.03,2.657,128.14,1650,1661
101.13,2.650,128.06,1649,1661
101.30,2.646,128.03,1648,1661
101.35,2.645,128.01,1649,1661
101.60,2.642,127.98,1650,1661
101.60,2.642,127.98,1649,1661
101.78,2.636,127.93,1650,1661
101.93,2.633,127.90,1649,1661
101.93,2.630,127.87,1649,1661
102.03,2.629,127.86,1649,1660
102.13,2.624,127.81,1650,1661
102.28,2.625,127.81,1649,1660
102.35,2.617,127.74,1649,1661
102.53,2.618,127.74,1650,1660
102.53,2.614,127.70,1650,1660
102.66,2.608,127.64,1650,1660
102.81,2.608,127.65,1649,1660
102.93,2.606,127.62,1650,1660
102.94,2.601,127.58,1650,1660
103.05,2.600,127.56,1650,1660
103.43,2.592,127.48,1649,1660
103.43,2.586,127.42,1649,1660
103.44,2.585,127.42,1649,1660
103.58,2.581,127.37,1648,1660
103.63,2.584,127.40,1649,1660
103.77,2.576,127.32,1650,1660
103.93,2.571,127.27,1649,1660
103.93,2.571,127.27,1650,1660
104.07,2.569,127.25,1650,1660
104.25,2.566,127.22,1649,1660
104.25,2.561,127.17,1650,1660
104.43,2.557,127.12,1650,1660
104.43,2.562,127.18,1649,1659
104.63,2.553,127.08,1649,1660
104.63,2.547,127.03,1649,1660
104.76,2.552,127.08,1650,1659
104.93,2.541,126.97,1648,1660
104.93,2.542,126.97,1649,1659
105.14,2.534,126.90,1649,1659
105.14,2.539,126.94,1649,1659
105.29,2.532,126.88,1649,1659
105.43,2.525,126.80,1650,1659
105.43,2.528,126.84,1650,1659
105.61,2.523,126.78,1649,1659
105.65,2.517,126.73,1650,1659
105.78,2.519,126.75,1650,1659
105.93,2.514,126.69,1649,1659
105.93,2.509,126.65,1650,1659
106.03,2.510,126.65,1650,1659
106.17,2.505,126.60,1649,1659
106.36,2.499,126.55,1649,1659
106.44,2.495,126.51,1649,1659
106.53,2.491,126.46,1649,1659
106.73,2.484,126.39,1648,1659
106.73,2.488,126.43,1649,1659
106.93,2.480,126.35,1649,1659
106.93,2.481,126.36,1648,1659
107.03,2.476,126.31,1649,1658
107.19,2.469,126.24,1649,1658
107.24,2.471,126.26,1647,1658
107.38,2.468,126.22,1648,1658
107.52,2.461,126.16,1649,1658
107.55,2.454,126.09,1649,1658
107.94,2.447,126.01,1648,1658
107.94,2.450,126.04,1649,1658
107.94,2.445,126.00,1648,1658
107.94,2.444,125.99,1649,1658
108.04,2.445,125.99,1649,1658
108.26,2.432,125.87,1650,1658
108.72,2.421,125.76,1650,1658
108.72,2.420,125.75,1648,1658
108.72,2.418,125.73,1650,1658
108.72,2.421,125.75,1648,1658
108.84,2.417,125.71,1649,1658
108.84,2.417,125.72,1649,1657
108.94,2.412,125.67,1650,1658
109.04,2.407,125.62,1648,1657
109.20,2.402,125.57,1649,1657
109.25,2.403,125.57,1649,1657
109.39,2.397,125.51,1648,1657
109.44,2.396,125.50,1648,1657
109.55,2.396,125.50,1649,1657
109.72,2.389,125.43,1647,1657
109.74,2.384,125.38,1648,1657
109.84,2.381,125.35,1649,1657
109.94,2.380,125.34,1649,1657
110.04,2.375,125.29,1647,1657
110.14,2.371,125.25,1649,1657
110.24,2.370,125.24,1648,1657
110.44,2.361,125.15,1648,1657
110.44,2.363,125.17,1648,1657
110.54,2.353,125.07,1648,1657
110.71,2.355,125.09,1649,1656
110.74,2.345,124.99,1650,1657
110.84,2.347,125.01,1647,1656
110.94,2.341,124.95,1648,1657
111.08,2.336,124.90,1649,1656
111.14,2.338,124.92,1648,1656
111.27,2.333,124.86,1649,1656
111.34,2.328,124.81,1650,1656
111.44,2.327,124.80,1649,1656
111.54,2.326,124.79,1648,1656
111.74,2.317,124.70,1648,1656
111.87,2.310,124.63,1648,1656
111.94,2.309,124.63,1647,1656
112.22,2.298,124.51,1648,1656
112.22,2.302,124.55,1649,1656
112.24,2.296,124.49,1648,1656
112.34,2.296,124.49,1648,1656
112.44,2.294,124.47,1649,1656
112.54,2.283,124.36,1649,1656
112.71,2.281,124.34,1650,1655
112.76,2.280,124.34,1649,1655
112.90,2.273,124.26,1648,1656
112.95,2.272,124.25,1649,1655
113.21,2.263,124.17,1648,1655
113.24,2.264,124.17,1648,1655
113.44,2.254,124.07,1649,1655
113.44,2.254,124.07,1649,1655
113.54,2.251,124.04,1649,1655
113.67,2.246,123.99,1648,1655
114.05,2.233,123.86,1649,1655
114.05,2.231,123.84,1647,1655
114.05,2.232,123.85,1648,1655
114.19,2.229,123.81,1648,1655
114.24,2.225,123.77,1647,1655
114.34,2.220,123.72,1649,1655
114.44,2.218,123.71,1649,1654
114.56,2.209,123.61,1648,1655
114.73,2.209,123.62,1648,1654
114.74,2.207,123.59,1648,1654
114.84,2.201,123.54,1649,1654
114.94,2.201,123.53,1648,1654
115.04,2.195,123.47,1648,1654
115.25,2.188,123.40,1649,1654
115.27,2.189,123.41,1648,1654
115.46,2.184,123.36,1648,1654
115.46,2.180,123.33,1648,1654
115.60,2.176,123.28,1648,1654
115.74,2.171,123.23,1649,1654
115.74,2.168,123.20,1648,1654
115.94,2.158,123.10,1648,1654
115.94,2.160,123.13,1649,1654
116.04,2.155,123.08,1648,1654
116.14,2.158,123.10,1648,1653
116.37,2.148,123.00,1648,1654
116.54,2.141,122.93,1649,1654
116.61,2.137,122.89,1649,1653
116.80,2.129,122.81,1649,1653
116.80,2.128,122.80,1648,1653
116.84,2.129,122.81,1646,1653
116.94,2.125,122.77,1649,1653
117.04,2.124,122.76,1647,1653
117.14,2.117,122.69,1649,1653
117.34,2.110,122.62,1647,1653
117.34,2.113,122.65,1648,1653
117.47,2.103,122.54,1648,1653
117.58,2.103,122.55,1648,1653
117.75,2.095,122.47,1648,1653
117.84,2.091,122.42,1648,1653
118.14,2.079,122.30,1649,1653
118.14,2.080,122.31,1648,1653
118.28,2.077,122.28,1648,1652
118.34,2.069,122.20,1648,1652
118.47,2.066,122.17,1649,1652
118.58,2.064,122.15,1648,1652
118.64,2.062,122.14,1648,1652
118.77,2.055,122.06,1649,1652
118.94,2.052,122.03,1648,1652
118.94,2.050,122.01,1648,1652
119.04,2.043,121.95,1649,1652
119.14,2.044,121.95,1648,1652
119.45,2.030,121.81,1648,1652
119.55,2.027,121.78,1647,1651
119.56,2.025,121.76,1648,1652
119.77,2.014,121.65,1648,1651
119.84,2.015,121.65,1650,1651
119.94,2.014,121.65,1646,1651
120.04,2.007,121.58,1648,1651
120.14,2.003,121.53,1648,1651
120.43,1.990,121.40,1649,1651
120.54,1.994,121.45,1648,1651
120.74,1.979,121.29,1648,1651
120.74,1.980,121.30,1649,1651
120.84,1.978,121.29,1649,1651
120.94,1.975,121.26,1648,1651
121.04,1.973,121.23,1647,1651
121.14,1.968,121.18,1647,1651
121.31,1.963,121.13,1648,1651
121.38,1.957,121.07,1648,1650
121.52,1.951,121.01,1649,1650
121.62,1.948,120.98,1648,1650
121.84,1.937,120.88,1648,1650
121.84,1.936,120.86,1648,1650
122.04,1.930,120.80,1648,1650
122.04,1.928,120.78,1647,1650
122.22,1.925,120.75,1649,1650
122.24,1.923,120.73,1647,1650
122.34,1.919,120.69,1648,1650
122.54,1.912,120.62,1649,1650
122.54,1.909,120.59,1648,1650
122.70,1.907,120.57,1649,1649
122.76,1.902,120.51,1648,1650
122.89,1.893,120.43,1647,1649
123.01,1.893,120.43,1648,1649
123.20,1.883,120.32,1648,1649
123.24,1.887,120.37,1648,1649
123.34,1.880,120.30,1648,1649
123.44,1.879,120.29,1649,1649
123.54,1.868,120.18,1647,1649
123.79,1.866,120.15,1648,1649
123.96,1.859,120.08,1649,1649
123.96,1.856,120.05,1647,1649
124.04,1.851,120.00,1648,1649
124.14,1.848,119.98,1648,1649
124.24,1.842,119.92,1648,1649
124.34,1.842,119.91,1648,1648
124.44,1.835,119.84,1648,1649
124.54,1.834,119.83,1649,1648
124.74,1.821,119.70,1648,1648
124.74,1.827,119.76,1648,1648
124.84,1.822,119.71,1648,1648
125.12,1.813,119.62,1649,1648
125.14,1.813,119.62,1649,1648
125.24,1.801,119.50,1648,1648
125.44,1.799,119.48,1648,1648
125.44,1.797,119.45,1647,1648
125.54,1.794,119.43,1648,1648
125.64,1.788,119.37,1649,1648
125.74,1.783,119.32,1648,1647
125.84,1.787,119.36,1649,1647
125.96,1.778,119.27,1648,1648
126.15,1.768,119.17,1648,1647
126.15,1.772,119.20,1648,1647
126.24,1.767,119.16,1648,1647
126.44,1.759,119.07,1648,1647
126.44,1.759,119.07,1648,1647
126.64,1.748,118.96,1648,1647
126.64,1.749,118.98,1648,1647
126.74,1.747,118.96,1647,1647
126.84,1.741,118.89,1648,1647
127.01,1.736,118.84,1650,1647
127.05,1.735,118.83,1648,1647
127.18,1.732,118.80,1648,1647
127.24,1.730,118.78,1648,1647
127.34,1.722,118.70,1648,1647
127.54,1.717,118.65,1648,1647
127.54,1.714,118.62,1649,1646
127.64,1.713,118.61,1648,1646
127.74,1.709,118.57,1649,1646
127.84,1.700,118.48,1649,1646
127.94,1.695,118.43,1648,1646
128.12,1.693,118.41,1648,1646
128.18,1.690,118.38,1648,1646
128.32,1.684,118.31,1648,1646
128.34,1.685,118.33,1647,1646
128.44,1.679,118.27,1647,1646
128.54,1.673,118.21,1647,1646
128.64,1.668,118.15,1648,1646
128.74,1.669,118.16,1649,1645
128.84,1.662,118.10,1648,1646
128.94,1.661,118.08,1648,1645
129.04,1.655,118.02,1648,1645
129.31,1.644,117.92,1648,1645
129.44,1.637,117.84,1648,1645
129.44,1.635,117.82,1649,1645
129.54,1.635,117.83,1648,1645
129.64,1.630,117.77,1648,1645
129.74,1.631,117.78,1649,1645
129.84,1.625,117.72,1648,1645
129.94,1.622,117.69,1648,1645
130.04,1.617,117.64,1649,1645
130.22,1.608,117.56,1647,1645
130.26,1.607,117.54,1648,1644
130.41,1.602,117.49,1648,1644
130.44,1.596,117.44,1648,1644
130.54,1.597,117.44,1648,1644
130.64,1.593,117.40,1648,1644
130.74,1.586,117.33,1648,1644
130.94,1.579,117.26,1647,1644
130.94,1.579,117.26,1648,1644
131.04,1.579,117.26,1648,1644
131.14,1.570,117.17,1648,1644
131.24,1.569,117.15,1648,1644
131.46,1.560,117.07,1648,1644
131.47,1.558,117.05,1649,1644
132.04,1.536,116.83,1648,1644
132.05,1.538,116.84,1648,1643
132.05,1.536,116.83,1648,1644
132.05,1.537,116.83,1647,1644
132.24,1.531,116.78,1647,1643
132.24,1.535,116.82,1647,1643
132.34,1.528,116.74,1647,1643
132.44,1.524,116.71,1648,1643
132.64,1.516,116.62,1648,1643
132.64,1.515,116.61,1647,1643
132.74,1.510,116.56,1649,1643
132.91,1.508,116.55,1648,1643
132.96,1.502,116.48,1647,1643
133.09,1.500,116.46,1648,1643
133.14,1.494,116.40,1649,1643
133.34,1.485,116.31,1648,1643
133.34,1.484,116.30,1648,1642
133.44,1.485,116.31,1647,1642
133.54,1.478,116.24,1647,1642
133.64,1.478,116.24,1648,1642
133.74,1.470,116.16,1647,1642
133.94,1.461,116.07,1647,1642
133.94,1.465,116.11,1647,1642
134.04,1.455,116.01,1648,1642
134.15,1.454,116.00,1648,1642
134.32,1.449,115.94,1648,1642
134.44,1.443,115.89,1648,1642
134.44,1.440,115.86,1648,1642
134.64,1.439,115.84,1649,1642
134.64,1.436,115.82,1647,1641
134.74,1.432,115.77,1648,1641
134.84,1.423,115.68,1647,1641
134.95,1.426,115.71,1648,1641
135.04,1.420,115.65,1647,1641
135.15,1.414,115.60,1649,1641
135.26,1.414,115.59,1647,1641
135.44,1.400,115.45,1647,1641
135.44,1.400,115.45,1648,1641
135.60,1.396,115.42,1648,1641
135.64,1.393,115.38,1648,1641
135.74,1.392,115.37,1647,1641
135.84,1.389,115.34,1647,1641
135.94,1.381,115.26,1647,1641
136.04,1.377,115.22,1648,1640
136.24,1.369,115.14,1648,1640
136.24,1.374,115.19,1649,1640
136.35,1.369,115.14,1649,1640
136.45,1.363,115.08,1648,1640
136.65,1.356,115.01,1648,1640
136.65,1.355,115.00,1648,1640
136.74,1.355,115.00,1648,1640
136.84,1.345,114.90,1647,1640
136.94,1.343,114.88,1648,1640
137.10,1.335,114.80,1649,1640
137.16,1.332,114.77,1647,1639
137.30,1.327,114.72,1648,1640
137.34,1.326,114.71,1648,1639
137.44,1.324,114.68,1649,1640
137.54,1.319,114.63,1647,1640
137.74,1.310,114.55,1648,1639
137.85,1.311,114.55,1647,1639
137.94,1.301,114.45,1648,1639
138.05,1.293,114.37,1648,1639
138.14,1.293,114.38,1648,1639
138.25,1.293,114.37,1647,1639
138.40,1.285,114.29,1647,1639
138.45,1.284,114.28,1648,1639
138.65,1.270,114.14,1648,1639
138.65,1.274,114.19,1647,1639
138.75,1.269,114.13,1648,1638
138.85,1.272,114.16,1648,1638
139.05,1.256,114.00,1647,1639
139.05,1.259,114.03,1649,1639
139.15,1.257,114.00,1647,1638
139.25,1.251,113.95,1648,1638
139.35,1.247,113.91,1649,1638
139.45,1.240,113.84,1648,1638
139.57,1.237,113.81,1648,1638
139.75,1.233,113.76,1647,1638
139.75,1.233,113.77,1648,1638
139.85,1.227,113.71,1649,1638
139.95,1.221,113.65,1648,1638
140.15,1.216,113.60,1648,1638
140.15,1.215,113.58,1648,1637
140.25,1.209,113.53,1648,1637
140.35,1.209,113.52,1648,1637
140.45,1.201,113.44,1648,1637
140.55,1.198,113.41,1648,1637
140.65,1.196,113.40,1649,1637
140.81,1.189,113.33,1647,1637
140.85,1.185,113.28,1648,1637
141.26,1.169,113.12,1648,1637
141.26,1.171,113.14,1647,1637
141.27,1.171,113.14,1647,1637
141.32,1.168,113.12,1648,1637
141.60,1.158,113.01,1649,1637
141.60,1.155,112.98,1647,1636
141.60,1.158,113.01,1648,1637
141.65,1.154,112.97,1648,1636
141.77,1.149,112.92,1647,1636
141.96,1.141,112.84,1648,1636
141.96,1.141,112.84,1648,1636
142.06,1.140,112.83,1648,1636
142.15,1.134,112.77,1647,1636
142.29,1.127,112.69,1648,1636
142.35,1.124,112.67,1648,1636
142.57,1.117,112.60,1648,1636
142.60,1.116,112.58,1648,1636
142.73,1.109,112.52,1648,1636
142.75,1.113,112.56,1648,1635
142.85,1.109,112.51,1648,1636
142.95,1.104,112.46,1647,1636
143.05,1.096,112.38,1648,1635
143.20,1.090,112.32,1648,1635
143.27,1.089,112.32,1648,1635
143.43,1.083,112.26,1647,1635
143.45,1.081,112.23,1647,1635
143.59,1.075,112.18,1647,1635
143.85,1.064,112.06,1647,1635
143.85,1.065,112.07,1648,1635
143.85,1.064,112.06,1647,1635
144.05,1.056,111.98,1649,1635
144.21,1.054,111.96,1648,1634
144.26,1.049,111.91,1647,1634
144.45,1.044,111.86,1647,1634
144.45,1.042,111.84,1647,1634
144.58,1.038,111.80,1648,1634
144.71,1.030,111.72,1648,1634
144.75,1.031,111.73,1648,1634
144.85,1.023,111.64,1648,1634
145.05,1.021,111.63,1647,1634
145.05,1.012,111.54,1648,1634
145.27,1.010,111.52,1647,1633
145.27,1.010,111.52,1647,1634
145.46,0.999,111.40,1646,1634
145.52,1.002,111.43,1648,1634
145.59,0.996,111.37,1648,1633
145.72,0.990,111.31,1648,1633
145.85,0.982,111.23,1647,1633
145.85,0.986,111.28,1648,1633
145.95,0.979,111.20,1648,1633
146.05,0.977,111.18,1647,1633
146.19,0.972,111.13,1647,1633
146.25,0.972,111.13,1647,1633
146.38,0.965,111.06,1648,1633
146.45,0.963,111.04,1647,1633
146.73,0.950,110.91,1648,1633
146.75,0.945,110.86,1648,1632
146.85,0.945,110.87,1647,1632
146.95,0.941,110.82,1647,1632
147.05,0.935,110.76,1648,1632
147.15,0.933,110.74,1646,1632
147.36,0.924,110.64,1647,1632
147.37,0.923,110.64,1648,1632
147.52,0.916,110.57,1647,1632
147.55,0.917,110.58,1648,1632
147.83,0.904,110.45,1648,1632
147.85,0.910,110.50,1647,1631
148.06,0.896,110.36,1647,1632
148.06,0.897,110.37,1647,1632
148.25,0.889,110.29,1648,1631
148.25,0.889,110.29,1648,1632
148.45,0.879,110.20,1648,1631
148.45,0.880,110.21,1647,1631
148.56,0.875,110.15,1647,1631
148.74,0.869,110.09,1648,1631
148.75,0.866,110.06,1648,1631
148.85,0.867,110.07,1648,1631
148.95,0.863,110.03,1649,1631
149.15,0.853,109.93,1647,1631
149.15,0.855,109.96,1648,1631
149.26,0.849,109.89,1648,1631
149.46,0.838,109.78,1646,1631
149.46,0.839,109.79,1647,1631
149.61,0.836,109.76,1647,1630
149.79,0.827,109.67,1647,1630
149.90,0.826,109.66,1647,1630
150.00,0.816,109.56,1648,1630
150.24,0.809,109.49,1648,1630
150.25,0.810,109.49,1648,1630
150.40,0.802,109.42,1647,1630
150.40,0.803,109.43,1647,1630
150.53,0.799,109.38,1647,1630
150.57,0.798,109.38,1647,1630
150.76,0.786,109.26,1648,1630
150.76,0.790,109.29,1648,1630
151.08,0.779,109.18,1647,1629
151.08,0.776,109.16,1648,1630
151.08,0.776,109.15,1647,1630
151.21,0.770,109.09,1649,1629
151.26,0.768,109.07,1647,1629
151.41,0.766,109.05,1648,1629
151.50,0.761,109.00,1647,1629
151.57,0.754,108.94,1647,1629
151.95,0.736,108.75,1647,1629
151.95,0.740,108.79,1647,1629
152.05,0.734,108.73,1646,1629
152.05,0.737,108.76,1648,1628
152.23,0.732,108.71,1647,1628
152.27,0.729,108.68,1647,1628
152.43,0.718,108.57,1649,1628
152.75,0.704,108.43,1647,1628
152.75,0.705,108.44,1648,1628
152.75,0.707,108.46,1648,1628
152.95,0.695,108.34,1646,1628
152.95,0.706,108.45,1647,1628
153.05,0.698,108.37,1648,1628
153.15,0.688,108.27,1647,1628
153.28,0.685,108.24,1647,1627
153.47,0.678,108.16,1647,1627
153.48,0.679,108.18,1647,1627
153.58,0.673,108.11,1647,1627
153.85,0.663,108.02,1648,1627
153.95,0.659,107.98,1647,1627
154.05,0.661,107.99,1646,1627
154.15,0.648,107.86,1649,1627
154.44,0.641,107.79,1647,1627
154.44,0.639,107.78,1647,1626
154.45,0.644,107.82,1648,1626
154.56,0.633,107.71,1648,1627
154.72,0.629,107.67,1648,1626
154.75,0.624,107.62,1647,1626
154.85,0.620,107.58,1648,1626
154.95,0.617,107.55,1647,1626
155.05,0.616,107.54,1647,1626
155.18,0.609,107.47,1647,1626
155.62,0.589,107.27,1648,1626
155.62,0.595,107.33,1648,1626
155.62,0.593,107.31,1646,1626
155.75,0.587,107.24,1648,1625
155.85,0.582,107.20,1646,1625
155.95,0.584,107.22,1648,1625
156.22,0.568,107.06,1648,1625
156.25,0.565,107.03,1647,1625
156.35,0.567,107.05,1647,1625
156.45,0.557,106.94,1647,1625
156.55,0.558,106.95,1648,1625
156.70,0.552,106.90,1648,1625
156.75,0.547,106.84,1649,1625
156.97,0.538,106.75,1648,1625
156.97,0.538,106.75,1648,1625
157.15,0.534,106.71,1648,1624
157.16,0.529,106.66,1648,1625
157.35,0.524,106.61,1647,1624
157.35,0.526,106.63,1647,1624
157.45,0.521,106.58,1648,1624
157.55,0.513,106.51,1648,1624
157.68,0.510,106.47,1648,1624
157.80,0.505,106.42,1647,1624
157.85,0.503,106.40,1647,1624
157.95,0.502,106.39,1648,1624
158.05,0.492,106.29,1647,1624
158.22,0.488,106.25,1647,1623
158.26,0.486,106.23,1647,1623
158.40,0.482,106.19,1648,1623
158.50,0.480,106.17,1647,1623
158.55,0.473,106.10,1647,1623
158.69,0.471,106.08,1648,1623
158.85,0.461,105.98,1647,1623
158.85,0.463,106.00,1647,1623
158.95,0.460,105.97,1647,1623
159.06,0.452,105.88,1648,1623
159.17,0.454,105.90,1647,1623
159.39,0.442,105.79,1648,1623
159.39,0.446,105.83,1648,1623
159.45,0.438,105.75,1648,1623
159.56,0.432,105.68,1646,1622
159.78,0.423,105.60,1647,1622
159.85,0.425,105.61,1648,1622
159.96,0.418,105.54,1648,1622
160.22,0.407,105.43,1648,1622
160.25,0.407,105.44,1648,1622
160.35,0.402,105.39,1647,1622
160.45,0.401,105.37,1647,1622
160.55,0.394,105.30,1648,1622
160.73,0.382,105.18,1647,1622
160.78,0.388,105.24,1646,1621
160.92,0.381,105.17,1647,1622
160.95,0.377,105.13,1646,1621
161.07,0.372,105.07,1647,1621
161.28,0.364,105.00,1646,1621
161.28,0.369,105.05,1649,1621
161.35,0.363,104.99,1647,1621
161.45,0.357,104.92,1648,1621
161.57,0.353,104.89,1648,1621
161.76,0.347,104.83,1647,1621
161.76,0.346,104.81,1647,1621
161.85,0.340,104.75,1648,1621
161.95,0.336,104.72,1647,1620
162.05,0.334,104.70,1647,1620
162.22,0.327,104.62,1647,1620
162.27,0.327,104.63,1646,1620
162.45,0.316,104.52,1648,1620
162.46,0.318,104.54,1648,1620
162.59,0.312,104.47,1647,1620
162.65,0.312,104.47,1647,1620
162.85,0.299,104.35,1647,1620
162.86,0.299,104.34,1648,1620
162.96,0.293,104.28,1647,1619
163.07,0.292,104.27,1647,1619
163.46,0.280,104.15,1648,1619
163.46,0.276,104.11,1647,1620
163.46,0.276,104.11,1647,1620
163.46,0.274,104.09,1647,1620
163.56,0.276,104.11,1647,1619
163.76,0.266,104.01,1646,1619
163.90,0.260,103.95,1648,1619
163.96,0.261,103.96,1647,1619
