# MISSION PROFILE DATA
# Timestamp: 2026-06-18 18:09:53
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=45.00, I=0.00, D=0.00
# Neutral ADC: 1614
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
26.11,0.614,107.52,1553,1576
26.28,0.620,107.58,1552,1576
26.29,0.615,107.53,1552,1577
26.39,0.623,107.61,1552,1576
26.49,0.627,107.66,1552,1576
26.69,0.634,107.72,1553,1576
26.69,0.636,107.74,1552,1576
26.86,0.645,107.83,1552,1577
26.95,0.647,107.86,1553,1577
27.02,0.657,107.96,1552,1577
27.16,0.658,107.97,1552,1577
27.19,0.661,108.00,1553,1577
27.31,0.667,108.06,1553,1577
27.48,0.680,108.18,1552,1577
27.49,0.677,108.16,1552,1578
27.89,0.698,108.36,1552,1577
27.89,0.698,108.37,1552,1577
27.89,0.696,108.35,1553,1577
27.89,0.696,108.35,1553,1577
28.14,0.708,108.47,1552,1578
28.17,0.710,108.49,1552,1578
28.38,0.717,108.56,1552,1578
28.39,0.720,108.59,1552,1578
28.51,0.727,108.66,1553,1579
28.83,0.742,108.82,1552,1578
28.83,0.744,108.83,1552,1578
28.84,0.744,108.83,1552,1579
28.89,0.748,108.87,1553,1579
29.12,0.756,108.96,1552,1579
29.14,0.755,108.95,1553,1579
29.31,0.766,109.05,1553,1579
29.32,0.768,109.08,1552,1579
29.46,0.773,109.13,1553,1579
29.60,0.779,109.19,1552,1580
29.60,0.778,109.17,1553,1579
29.79,0.790,109.30,1553,1579
29.79,0.792,109.32,1554,1580
29.94,0.798,109.38,1552,1580
30.06,0.800,109.40,1553,1580
30.21,0.811,109.51,1552,1580
30.23,0.811,109.51,1553,1580
30.50,0.829,109.69,1552,1580
30.50,0.822,109.62,1553,1580
30.50,0.828,109.68,1552,1580
30.64,0.838,109.78,1552,1581
30.71,0.837,109.77,1552,1581
30.94,0.848,109.88,1552,1581
30.94,0.853,109.93,1553,1581
31.34,0.869,110.10,1553,1581
31.34,0.869,110.10,1553,1581
31.34,0.870,110.11,1552,1581
31.41,0.869,110.09,1552,1582
31.52,0.877,110.17,1553,1581
31.98,0.905,110.45,1552,1581
31.99,0.903,110.44,1552,1582
32.18,0.912,110.52,1552,1582
32.29,0.917,110.58,1553,1582
32.29,0.918,110.59,1552,1582
32.55,0.933,110.74,1553,1582
32.56,0.931,110.72,1553,1582
32.70,0.935,110.76,1553,1583
32.82,0.945,110.86,1553,1583
32.92,0.951,110.92,1553,1583
33.11,0.959,111.00,1552,1583
33.11,0.962,111.03,1553,1583
33.39,0.974,111.15,1553,1583
33.39,0.975,111.17,1553,1583
33.53,0.978,111.19,1552,1584
33.65,0.989,111.31,1552,1583
33.89,1.001,111.43,1552,1584
33.90,1.002,111.44,1553,1584
34.09,1.013,111.54,1553,1584
34.10,1.011,111.53,1552,1584
34.23,1.018,111.60,1553,1584
34.30,1.026,111.68,1552,1584
34.43,1.026,111.68,1553,1585
34.52,1.033,111.75,1553,1584
34.61,1.042,111.84,1553,1585
34.77,1.045,111.87,1553,1585
34.90,1.053,111.95,1552,1585
34.91,1.052,111.94,1553,1585
35.14,1.067,112.10,1552,1585
35.17,1.070,112.13,1553,1585
35.22,1.073,112.15,1552,1586
35.37,1.078,112.20,1553,1586
35.48,1.087,112.29,1553,1586
35.52,1.085,112.28,1553,1586
35.90,1.105,112.48,1553,1585
35.90,1.108,112.51,1553,1586
36.20,1.121,112.63,1553,1586
36.39,1.132,112.75,1552,1587
36.40,1.135,112.78,1553,1587
36.50,1.137,112.80,1553,1587
36.70,1.149,112.92,1552,1587
36.70,1.147,112.90,1552,1587
36.80,1.156,112.99,1552,1587
37.00,1.164,113.07,1553,1587
37.00,1.164,113.07,1553,1587
37.10,1.169,113.12,1552,1587
37.41,1.187,113.30,1552,1587
37.41,1.185,113.28,1552,1587
37.41,1.186,113.29,1552,1587
37.53,1.192,113.35,1553,1588
37.72,1.202,113.45,1552,1588
37.90,1.214,113.58,1554,1588
38.00,1.217,113.61,1553,1588
38.26,1.231,113.74,1552,1588
38.27,1.228,113.72,1553,1588
38.31,1.236,113.80,1553,1589
38.44,1.240,113.83,1553,1589
38.56,1.251,113.95,1553,1589
38.61,1.249,113.93,1553,1589
38.80,1.260,114.04,1553,1589
38.80,1.261,114.05,1552,1589
39.05,1.275,114.19,1553,1589
39.06,1.273,114.18,1552,1589
39.26,1.281,114.25,1552,1590
39.30,1.285,114.29,1553,1590
39.40,1.293,114.38,1553,1590
39.50,1.297,114.41,1552,1590
39.73,1.307,114.51,1552,1590
39.74,1.308,114.53,1552,1590
40.18,1.331,114.75,1552,1590
40.18,1.332,114.77,1552,1590
40.19,1.334,114.79,1552,1590
40.19,1.332,114.77,1552,1590
40.20,1.335,114.80,1553,1591
40.30,1.338,114.83,1553,1591
40.40,1.343,114.88,1552,1591
40.50,1.351,114.96,1552,1591
40.73,1.362,115.06,1553,1591
40.74,1.363,115.08,1552,1591
40.93,1.375,115.21,1552,1591
41.07,1.379,115.24,1553,1592
41.12,1.382,115.28,1551,1592
41.26,1.392,115.37,1552,1592
41.30,1.394,115.39,1552,1592
41.50,1.401,115.47,1552,1592
41.50,1.401,115.47,1553,1592
41.73,1.412,115.58,1551,1592
41.94,1.429,115.75,1552,1592
42.11,1.434,115.80,1553,1593
42.11,1.436,115.82,1553,1593
42.24,1.445,115.90,1553,1593
42.30,1.450,115.96,1553,1593
42.40,1.451,115.97,1553,1593
42.50,1.456,116.02,1552,1593
42.60,1.461,116.07,1553,1593
42.73,1.470,116.16,1552,1593
42.91,1.480,116.26,1553,1594
42.91,1.478,116.24,1552,1593
43.10,1.492,116.38,1552,1593
43.23,1.494,116.40,1553,1594
43.23,1.497,116.44,1553,1594
43.30,1.497,116.43,1552,1594
43.40,1.506,116.52,1552,1594
43.50,1.510,116.56,1552,1594
43.60,1.519,116.66,1552,1594
43.73,1.523,116.69,1553,1595
43.92,1.535,116.81,1552,1595
43.92,1.533,116.80,1553,1594
44.11,1.544,116.90,1552,1595
44.11,1.542,116.89,1552,1595
44.25,1.556,117.03,1552,1595
44.30,1.554,117.01,1553,1595
44.50,1.563,117.10,1552,1595
44.50,1.565,117.11,1552,1595
44.60,1.568,117.14,1552,1595
44.78,1.581,117.28,1553,1595
44.83,1.578,117.25,1553,1596
45.21,1.603,117.50,1553,1595
45.21,1.603,117.50,1553,1595
45.21,1.605,117.52,1552,1595
45.22,1.604,117.51,1552,1595
45.38,1.612,117.59,1553,1596
45.40,1.615,117.62,1553,1597
45.60,1.625,117.72,1553,1596
45.63,1.629,117.77,1552,1597
45.84,1.640,117.88,1552,1597
46.00,1.647,117.94,1553,1597
46.00,1.645,117.93,1553,1597
46.13,1.653,118.00,1552,1597
46.36,1.667,118.15,1552,1597
46.36,1.667,118.14,1552,1597
46.40,1.668,118.16,1552,1598
46.50,1.672,118.20,1552,1597
46.83,1.692,118.40,1553,1597
46.84,1.695,118.43,1552,1597
46.90,1.695,118.43,1552,1598
47.01,1.698,118.46,1552,1598
47.32,1.718,118.66,1553,1598
47.40,1.725,118.73,1553,1599
47.40,1.728,118.76,1553,1598
47.57,1.733,118.81,1553,1599
47.64,1.733,118.81,1553,1599
47.80,1.745,118.93,1551,1599
47.80,1.742,118.90,1552,1599
47.90,1.749,118.97,1552,1599
48.04,1.756,119.05,1553,1599
48.24,1.768,119.16,1553,1599
48.30,1.767,119.15,1553,1600
48.40,1.781,119.30,1553,1599
48.50,1.783,119.32,1553,1600
48.60,1.787,119.36,1552,1600
48.79,1.801,119.50,1552,1600
48.84,1.804,119.53,1552,1600
49.00,1.811,119.60,1552,1600
49.00,1.808,119.57,1552,1600
49.31,1.829,119.78,1552,1600
49.32,1.830,119.79,1553,1600
49.40,1.833,119.82,1552,1601
49.58,1.833,119.83,1552,1601
49.63,1.843,119.93,1553,1601
49.77,1.856,120.06,1551,1601
49.80,1.851,120.01,1551,1601
49.90,1.858,120.07,1552,1601
50.06,1.866,120.16,1552,1601
50.11,1.868,120.17,1551,1601
50.22,1.876,120.25,1552,1601
50.30,1.882,120.31,1551,1602
50.40,1.885,120.35,1552,1602
50.50,1.890,120.39,1552,1602
50.60,1.896,120.46,1552,1602
50.74,1.906,120.56,1552,1602
50.91,1.916,120.65,1552,1602
50.91,1.913,120.63,1552,1602
51.05,1.925,120.75,1552,1602
51.11,1.926,120.76,1552,1603
51.30,1.936,120.86,1591,1602
51.30,1.933,120.83,1562,1603
51.52,1.948,120.98,1608,1602
51.54,1.947,120.98,1604,1603
51.72,1.955,121.05,1607,1603
51.72,1.956,121.06,1608,1603
51.90,1.967,121.17,1608,1603
51.90,1.969,121.19,1608,1603
52.00,1.974,121.24,1609,1604
52.10,1.976,121.26,1608,1604
52.26,1.982,121.33,1607,1604
52.31,1.990,121.41,1608,1604
52.56,1.995,121.46,1608,1604
52.56,2.003,121.54,1608,1604
52.72,2.007,121.58,1609,1604
52.81,2.014,121.65,1609,1604
52.90,2.019,121.70,1609,1604
53.10,2.029,121.80,1609,1604
53.10,2.031,121.82,1609,1604
53.32,2.040,121.91,1609,1605
53.32,2.037,121.88,1610,1605
53.47,2.047,121.98,1610,1605
53.58,2.054,122.05,1609,1605
53.80,2.060,122.11,1608,1605
53.80,2.062,122.13,1609,1605
53.90,2.067,122.18,1608,1605
54.10,2.075,122.26,1610,1605
54.10,2.075,122.26,1609,1605
54.27,2.079,122.30,1609,1605
54.30,2.085,122.37,1608,1605
54.48,2.091,122.42,1608,1606
54.61,2.101,122.52,1608,1606
54.63,2.100,122.52,1608,1606
54.80,2.108,122.60,1607,1606
54.80,2.108,122.60,1608,1606
54.90,2.110,122.61,1608,1606
55.00,2.117,122.69,1607,1606
55.23,2.126,122.78,1608,1606
55.26,2.128,122.80,1608,1606
55.31,2.129,122.81,1609,1607
55.45,2.136,122.88,1608,1606
55.60,2.142,122.94,1609,1607
55.90,2.159,123.11,1609,1606
55.91,2.158,123.10,1608,1607
55.91,2.155,123.07,1609,1606
56.11,2.162,123.14,1609,1607
56.11,2.164,123.16,1609,1607
56.28,2.171,123.23,1609,1607
56.32,2.173,123.25,1608,1607
56.46,2.177,123.29,1609,1607
56.56,2.180,123.32,1608,1607
56.61,2.185,123.38,1609,1607
56.81,2.195,123.47,1609,1607
56.81,2.192,123.44,1608,1607
56.91,2.197,123.50,1609,1608
57.01,2.204,123.57,1609,1608
57.11,2.206,123.59,1609,1608
57.21,2.212,123.65,1609,1608
57.42,2.216,123.69,1610,1608
57.42,2.221,123.74,1609,1608
57.56,2.222,123.74,1610,1608
57.74,2.233,123.85,1610,1608
57.81,2.231,123.83,1609,1608
57.91,2.236,123.89,1605,1608
58.00,2.239,123.92,1607,1608
58.11,2.243,123.96,1608,1608
58.21,2.250,124.03,1607,1609
58.48,2.257,124.10,1608,1609
58.81,2.273,124.27,1608,1609
58.81,2.272,124.26,1610,1609
58.91,2.274,124.27,1607,1609
59.01,2.280,124.33,1608,1609
59.11,2.285,124.38,1607,1609
59.21,2.285,124.39,1608,1609
59.51,2.293,124.46,1609,1609
59.81,2.309,124.63,1608,1609
59.91,2.311,124.65,1609,1610
60.11,2.322,124.75,1609,1610
60.11,2.321,124.75,1609,1610
60.26,2.322,124.75,1609,1610
60.63,2.343,124.97,1609,1610
60.65,2.335,124.89,1609,1610
60.65,2.340,124.94,1610,1610
60.79,2.345,124.99,1609,1611
60.81,2.346,125.00,1610,1611
60.91,2.349,125.03,1609,1611
61.11,2.353,125.07,1610,1610
61.11,2.355,125.09,1609,1611
61.28,2.362,125.16,1609,1611
61.55,2.371,125.25,1610,1611
61.57,2.368,125.22,1609,1611
61.61,2.372,125.26,1609,1611
61.62,2.372,125.26,1609,1611
61.74,2.379,125.33,1610,1611
61.81,2.380,125.34,1609,1611
61.91,2.383,125.37,1608,1611
62.01,2.386,125.40,1609,1611
62.11,2.390,125.44,1609,1611
62.21,2.390,125.45,1609,1611
62.61,2.407,125.61,1609,1611
62.61,2.406,125.61,1609,1611
62.61,2.406,125.61,1609,1611
62.61,2.407,125.62,1610,1611
62.81,2.413,125.68,1610,1612
62.81,2.409,125.63,1610,1612
63.01,2.421,125.76,1610,1612
63.01,2.419,125.74,1609,1612
63.11,2.422,125.77,1610,1612
63.23,2.423,125.77,1608,1612
63.42,2.435,125.90,1610,1612
63.42,2.433,125.87,1609,1612
63.71,2.440,125.95,1609,1612
63.71,2.442,125.97,1610,1612
63.81,2.446,126.01,1609,1612
63.91,2.446,126.01,1609,1613
64.01,2.452,126.07,1610,1612
64.16,2.455,126.10,1609,1613
64.21,2.456,126.11,1610,1613
64.68,2.472,126.27,1610,1613
64.68,2.475,126.30,1609,1612
64.71,2.472,126.27,1609,1613
64.91,2.481,126.37,1609,1613
65.13,2.483,126.38,1609,1613
65.13,2.488,126.43,1610,1613
65.27,2.491,126.46,1609,1613
65.31,2.493,126.49,1610,1613
65.59,2.503,126.58,1609,1613
65.59,2.496,126.52,1610,1613
65.61,2.502,126.57,1610,1613
65.72,2.502,126.57,1610,1614
65.88,2.511,126.66,1611,1613
65.91,2.513,126.69,1610,1614
66.02,2.513,126.68,1610,1614
66.19,2.516,126.72,1610,1614
66.21,2.518,126.73,1610,1614
66.41,2.523,126.78,1610,1614
66.51,2.527,126.83,1610,1614
66.71,2.535,126.90,1610,1614
66.84,2.536,126.91,1610,1614
66.97,2.543,126.99,1610,1614
67.06,2.540,126.96,1610,1614
67.28,2.551,127.06,1610,1614
67.41,2.554,127.10,1610,1615
67.51,2.554,127.10,1611,1615
67.72,2.563,127.19,1611,1614
67.89,2.567,127.23,1611,1615
68.01,2.571,127.27,1610,1615
68.21,2.576,127.31,1610,1615
68.21,2.577,127.33,1610,1615
68.41,2.581,127.37,1611,1615
68.51,2.584,127.40,1610,1615
68.61,2.584,127.40,1611,1615
68.90,2.594,127.50,1610,1615
69.02,2.597,127.54,1610,1615
69.06,2.598,127.54,1611,1615
69.21,2.600,127.56,1611,1615
69.21,2.602,127.58,1611,1615
69.41,2.611,127.68,1610,1616
69.59,2.614,127.70,1611,1616
69.61,2.615,127.72,1611,1616
69.73,2.618,127.74,1611,1616
69.91,2.621,127.77,1610,1616
70.03,2.625,127.81,1611,1616
70.20,2.629,127.85,1610,1616
70.21,2.627,127.83,1611,1616
70.31,2.632,127.88,1610,1616
70.41,2.635,127.91,1610,1616
70.61,2.639,127.96,1611,1616
70.62,2.638,127.94,1611,1616
70.73,2.641,127.97,1611,1616
70.93,2.645,128.01,1611,1616
70.93,2.649,128.06,1611,1616
71.05,2.651,128.08,1610,1617
71.11,2.653,128.10,1611,1617
71.28,2.656,128.13,1610,1617
71.31,2.659,128.16,1611,1617
71.51,2.663,128.20,1611,1617
71.51,2.660,128.17,1611,1617
71.71,2.670,128.27,1610,1617
71.85,2.669,128.25,1612,1617
72.04,2.678,128.35,1611,1617
72.04,2.674,128.31,1611,1617
72.33,2.683,128.40,1610,1617
72.34,2.684,128.41,1610,1617
72.67,2.691,128.49,1610,1617
72.67,2.694,128.51,1611,1617
72.71,2.695,128.52,1612,1618
72.81,2.700,128.57,1611,1618
73.01,2.701,128.58,1612,1618
73.01,2.701,128.58,1611,1618
73.11,2.703,128.60,1612,1618
73.25,2.705,128.62,1610,1618
73.44,2.709,128.66,1611,1618
73.44,2.713,128.70,1612,1618
73.62,2.717,128.74,1611,1618
73.62,2.718,128.75,1610,1618
73.81,2.723,128.81,1611,1618
73.81,2.722,128.79,1611,1618
74.01,2.721,128.78,1611,1618
74.01,2.725,128.82,1611,1618
74.27,2.729,128.87,1611,1618
74.28,2.734,128.92,1611,1618
74.33,2.731,128.88,1612,1618
74.62,2.738,128.96,1611,1618
74.62,2.741,128.98,1611,1618
75.07,2.752,129.09,1611,1618
75.09,2.750,129.08,1611,1618
75.09,2.750,129.07,1611,1618
75.10,2.751,129.08,1611,1618
75.16,2.752,129.09,1610,1619
75.32,2.755,129.12,1611,1619
75.57,2.761,129.19,1611,1619
75.60,2.761,129.19,1611,1619
75.82,2.766,129.24,1611,1619
75.82,2.768,129.26,1612,1619
75.82,2.767,129.24,1611,1619
76.04,2.774,129.32,1611,1619
76.04,2.773,129.31,1611,1619
76.25,2.781,129.39,1611,1619
76.25,2.774,129.32,1611,1619
76.41,2.783,129.40,1611,1717
76.61,2.780,129.37,1656,1678
76.61,2.785,129.43,1645,1687
76.77,2.788,129.46,1655,1672
76.82,2.788,129.46,1675,1668
76.98,2.791,129.49,1671,1665
77.09,2.798,129.56,1662,1663
77.12,2.795,129.53,1658,1662
77.34,2.799,129.57,1658,1661
77.34,2.800,129.58,1658,1660
77.41,2.802,129.60,1654,1660
77.56,2.806,129.64,1652,1660
77.77,2.811,129.70,1651,1660
77.81,2.813,129.72,1650,1659
77.82,2.807,129.65,1650,1659
77.92,2.812,129.70,1650,1659
78.01,2.815,129.73,1650,1659
78.12,2.817,129.75,1650,1659
78.33,2.815,129.73,1650,1659
78.34,2.818,129.76,1650,1659
78.48,2.824,129.82,1650,1659
78.64,2.824,129.82,1650,1660
78.64,2.823,129.82,1652,1660
78.77,2.830,129.88,1650,1659
78.92,2.830,129.88,1651,1660
78.92,2.827,129.85,1650,1660
79.12,2.833,129.92,1651,1660
79.12,2.834,129.92,1650,1660
79.27,2.837,129.95,1650,1660
79.33,2.834,129.92,1650,1660
79.48,2.836,129.94,1650,1660
79.58,2.839,129.97,1650,1660
79.63,2.832,129.91,1650,1660
79.75,2.840,129.99,1650,1660
79.92,2.843,130.01,1650,1660
79.92,2.842,130.00,1650,1660
80.02,2.843,130.01,1650,1660
80.12,2.850,130.08,1650,1660
80.22,2.843,130.01,1651,1661
80.39,2.848,130.07,1651,1660
80.42,2.847,130.05,1650,1660
80.54,2.851,130.09,1650,1660
80.71,2.853,130.12,1649,1661
80.72,2.853,130.11,1651,1661
80.82,2.855,130.13,1651,1661
80.92,2.855,130.14,1650,1661
81.02,2.858,130.16,1650,1661
81.12,2.856,130.14,1650,1661
81.25,2.858,130.17,1651,1661
81.42,2.859,130.18,1650,1661
81.52,2.860,130.18,1650,1661
81.72,2.860,130.19,1651,1661
81.72,2.864,130.23,1650,1661
81.82,2.863,130.22,1650,1661
81.92,2.861,130.19,1650,1661
82.12,2.866,130.25,1650,1661
82.12,2.865,130.23,1651,1661
82.25,2.869,130.28,1651,1661
82.46,2.873,130.32,1650,1661
82.46,2.870,130.29,1650,1661
82.56,2.870,130.29,1651,1661
82.73,2.875,130.34,1650,1661
