# MISSION PROFILE DATA
# Timestamp: 2026-06-25 15:41:36
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=250.00, I=0.00, D=120.00
# Neutral ADC: 1845
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.001,101.34,2114,2126,2
0.04,0.000,101.33,2086,2126,2
0.12,0.001,101.33,2067,200,2
0.23,0.000,101.33,2017,230,2
0.36,0.000,101.33,1963,489,2
0.52,0.001,101.34,1908,671,2
0.52,-0.001,101.31,1854,798,2
0.63,-0.000,101.32,1799,886,2
0.73,-0.000,101.32,1746,950,2
0.83,0.000,101.33,1693,993,2
0.94,0.001,101.33,1640,1024,2
1.04,0.000,101.33,1582,1046,2
1.14,0.000,101.33,1532,1060,2
1.23,0.002,101.35,1482,1070,2
1.33,0.003,101.35,1428,1079,2
1.53,0.007,101.39,1380,1085,2
1.53,0.005,101.38,1335,1088,2
1.63,0.007,101.39,1296,1092,2
1.73,0.009,101.42,1259,1094,2
1.84,0.012,101.45,1224,1097,2
1.94,0.016,101.48,1191,1099,2
2.04,0.019,101.52,1161,1101,2
2.12,0.021,101.54,1131,1103,2
2.23,0.025,101.58,1106,1104,2
2.36,0.032,101.65,1092,1106,2
2.55,0.042,101.75,1085,1109,2
2.55,0.042,101.75,1085,1108,2
2.63,0.048,101.80,1085,1113,2
2.73,0.053,101.86,1085,1116,2
2.84,0.060,101.93,1085,1117,2
2.94,0.066,101.99,1086,1120,2
3.04,0.075,102.08,1085,1122,2
3.13,0.080,102.14,1086,1126,2
3.23,0.088,102.22,1085,1126,2
3.34,0.098,102.31,1085,1130,2
3.50,0.112,102.45,1085,1134,2
3.54,0.116,102.50,1086,1131,2
3.64,0.126,102.60,1084,1141,2
3.73,0.134,102.68,1087,1144,2
3.83,0.145,102.79,1114,1146,2
3.93,0.156,102.90,1131,1150,2
4.04,0.166,103.00,1137,1154,2
4.14,0.179,103.13,1137,1157,2
4.25,0.190,103.24,1138,1162,2
4.39,0.207,103.41,1137,1165,2
4.55,0.227,103.61,1138,1161,2
4.55,0.226,103.61,1137,1170,2
4.70,0.242,103.77,1138,1178,2
4.94,0.265,104.00,1138,1174,2
4.94,0.277,104.12,1137,1181,2
4.96,0.276,104.11,1142,1192,2
5.13,0.301,104.36,1164,1194,2
5.13,0.301,104.36,1185,1189,2
5.23,0.314,104.50,1198,1202,2
5.34,0.330,104.66,1200,1206,2
5.44,0.343,104.79,1199,1211,2
5.60,0.364,105.00,1200,1215,2
5.77,0.392,105.28,1199,1210,2
5.77,0.392,105.28,1199,1220,2
5.84,0.400,105.36,1199,1234,2
5.94,0.417,105.53,1199,1233,2
6.04,0.431,105.67,1199,1239,2
6.13,0.442,105.79,1199,1242,2
6.23,0.460,105.96,1199,1244,2
6.35,0.475,106.12,1198,1251,2
6.52,0.503,106.40,1225,1256,2
6.54,0.506,106.43,1245,1250,2
6.64,0.522,106.59,1259,1267,2
6.74,0.538,106.75,1261,1271,2
6.83,0.552,106.89,1261,1276,2
6.93,0.567,107.05,1260,1279,2
7.03,0.583,107.21,1260,1284,2
7.13,0.599,107.37,1261,1289,2
7.24,0.617,107.55,1261,1294,2
7.38,0.637,107.76,1261,1300,2
7.51,0.660,107.98,1261,1307,2
7.53,0.663,108.01,1261,1301,2
7.64,0.680,108.19,1262,1314,2
7.74,0.696,108.35,1285,1319,2
7.84,0.712,108.51,1310,1323,2
7.93,0.726,108.65,1320,1328,2
8.03,0.743,108.82,1323,1332,2
8.13,0.760,109.00,1323,1337,2
8.24,0.777,109.17,1323,1343,2
8.34,0.793,109.33,1323,1348,2
8.52,0.822,109.62,1324,1353,2
8.54,0.825,109.65,1323,1347,2
8.64,0.843,109.83,1323,1364,2
8.75,0.859,109.99,1323,1369,2
8.83,0.872,110.13,1324,1373,2
8.93,0.890,110.30,1325,1376,2
9.03,0.905,110.46,1348,1382,2
9.14,0.922,110.63,1367,1386,2
9.31,0.950,110.91,1370,1391,2
9.33,0.954,110.95,1371,1385,2
9.52,0.986,111.27,1371,1402,2
9.54,0.988,111.30,1371,1396,2
9.63,1.002,111.43,1371,1414,2
9.73,1.018,111.60,1371,1416,2
9.83,1.035,111.77,1371,1421,2
9.94,1.052,111.94,1372,1426,2
10.04,1.068,112.10,1392,1431,2
10.14,1.085,112.27,1414,1435,2
10.25,1.102,112.45,1425,1441,2
10.34,1.118,112.61,1424,1446,2
10.52,1.146,112.89,1424,1450,2
10.55,1.150,112.93,1424,1444,2
10.65,1.166,113.09,1425,1461,2
10.73,1.179,113.22,1425,1465,2
10.83,1.195,113.38,1425,1468,2
10.94,1.211,113.55,1424,1473,2
11.04,1.228,113.71,1421,1477,2
11.14,1.244,113.88,1443,1483,2
11.38,1.277,114.21,1464,1488,2
11.40,1.284,114.28,1486,1482,2
11.56,1.308,114.53,1499,1500,2
11.56,1.309,114.53,1501,1498,2
11.65,1.321,114.66,1501,1509,2
11.73,1.334,114.78,1501,1510,2
11.83,1.350,114.95,1501,1513,2
11.94,1.366,115.10,1501,1518,2
12.04,1.381,115.26,1501,1523,2
12.14,1.397,115.42,1501,1528,2
12.31,1.420,115.65,1501,1533,2
12.38,1.432,115.77,1501,1527,2
12.51,1.453,115.98,1501,1546,2
12.54,1.455,116.01,1502,1540,2
12.64,1.471,116.16,1501,1550,2
12.74,1.486,116.32,1503,1555,2
12.85,1.501,116.47,1525,1560,2
12.95,1.517,116.63,1536,1564,2
13.03,1.529,116.75,1563,1569,2
13.13,1.543,116.89,1580,1571,2
13.24,1.558,117.05,1586,1575,2
13.37,1.579,117.25,1587,1580,2
13.54,1.600,117.48,1586,1588,2
13.54,1.600,117.47,1587,1583,2
13.64,1.616,117.63,1586,1592,2
13.75,1.630,117.78,1586,1598,2
13.85,1.645,117.93,1587,1602,2
13.93,1.656,118.03,1587,1606,2
14.04,1.671,118.18,1587,1608,2
14.14,1.685,118.33,1585,1613,2
14.30,1.699,118.47,1586,1617,2
14.38,1.717,118.65,1586,1622,2
14.52,1.736,118.85,1586,1628,2
14.54,1.739,118.87,1586,1623,2
14.64,1.754,119.02,1586,1634,2
14.74,1.766,119.15,1596,1638,2
14.85,1.781,119.30,1609,1641,2
14.95,1.795,119.44,1636,1646,2
15.03,1.806,119.55,1646,1650,2
15.14,1.819,119.68,1649,1653,2
15.25,1.833,119.82,1648,1656,2
15.34,1.845,119.95,1649,1661,2
15.52,1.869,120.19,1649,1664,2
15.54,1.871,120.21,1648,1659,2
15.65,1.885,120.34,1649,1673,2
15.75,1.898,120.48,1649,1677,2
15.83,1.908,120.58,1648,1681,2
15.94,1.920,120.70,1648,1683,2
16.04,1.933,120.84,1649,1686,2
16.14,1.947,120.97,1649,1690,2
16.25,1.959,121.10,1649,1695,2
16.35,1.971,121.22,1648,1698,2
16.54,1.996,121.46,1651,1701,2
16.54,1.996,121.46,1675,1697,2
16.64,2.009,121.60,1675,1710,2
16.75,2.021,121.71,1691,1714,2
16.85,2.033,121.84,1714,1717,2
16.93,2.043,121.94,1725,1720,2
17.04,2.055,122.06,1726,1722,2
17.14,2.067,122.18,1726,1726,2
17.25,2.079,122.30,1726,1729,2
17.40,2.096,122.48,1725,1733,2
17.54,2.114,122.66,1726,1729,2
17.55,2.114,122.66,1726,1737,2
17.65,2.125,122.76,1726,1745,2
17.75,2.136,122.88,1726,1747,2
17.83,2.146,122.98,1725,1750,2
17.96,2.159,123.12,1725,1752,2
18.04,2.168,123.21,1726,1757,2
18.14,2.179,123.32,1726,1759,2
18.25,2.191,123.43,1725,1762,2
18.35,2.202,123.55,1726,1766,2
18.52,2.220,123.73,1726,1769,2
18.54,2.222,123.75,1726,1765,2
18.64,2.234,123.87,1726,1775,2
18.74,2.244,123.97,1730,1779,2
18.85,2.256,124.09,1748,1782,2
18.95,2.266,124.19,1769,1785,2
19.03,2.275,124.28,1787,1788,2
19.14,2.285,124.38,1792,1790,2
19.24,2.297,124.50,1792,1793,2
19.40,2.312,124.66,1793,1797,2
19.55,2.327,124.81,1793,1793,2
19.55,2.327,124.81,1793,1800,2
19.64,2.336,124.89,1793,1807,2
19.74,2.345,124.99,1793,1809,2
19.84,2.355,125.09,1793,1811,2
19.94,2.366,125.20,1792,1814,2
20.05,2.374,125.28,1793,1817,2
20.15,2.385,125.39,1793,1819,2
20.24,2.393,125.48,1793,1823,2
20.36,2.404,125.58,1792,1824,2
20.54,2.420,125.74,1793,1828,2
20.54,2.422,125.76,1792,1825,2
20.64,2.430,125.85,1793,1834,2
20.75,2.439,125.94,1792,1835,2
20.85,2.448,126.03,1792,1838,2
20.95,2.457,126.12,1792,1841,2
21.05,2.467,126.22,1793,1843,2
21.14,2.475,126.30,1794,1846,2
21.24,2.484,126.39,1812,1848,2
21.37,2.494,126.49,1837,1851,2
21.51,2.507,126.62,1854,1854,2
21.55,2.510,126.65,1861,1851,2
21.64,2.516,126.71,1861,1859,2
21.74,2.525,126.81,1861,1860,2
21.84,2.535,126.90,1861,1863,2
21.95,2.543,126.99,1861,1866,2
22.05,2.551,127.07,1861,1868,2
22.15,2.559,127.15,1860,1870,2
22.24,2.566,127.22,1861,1873,2
22.36,2.575,127.31,1861,1874,2
22.56,2.591,127.47,1861,1877,2
22.56,2.591,127.47,1861,1874,2
22.65,2.597,127.53,1861,1883,2
22.75,2.605,127.62,1861,1884,2
22.86,2.613,127.69,1861,1886,2
22.94,2.619,127.75,1860,1888,2
23.04,2.626,127.83,1861,1890,2
23.14,2.634,127.90,1861,1892,2
23.33,2.645,128.02,1861,1894,2
23.36,2.648,128.05,1861,1891,2
