# MISSION PROFILE DATA
# Timestamp: 2026-06-25 15:51:37
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=75.00, I=0.00, D=450.00
# Neutral ADC: 1845
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.000,101.32,1915,1902,2
0.12,0.000,101.33,1900,200,2
0.15,0.001,101.33,1870,200,2
0.37,-0.000,101.32,1817,200,2
0.37,0.000,101.33,1756,486,2
0.46,0.000,101.33,1702,837,2
0.56,-0.000,101.32,1654,1083,2
0.64,0.001,101.33,1621,1255,2
0.75,0.000,101.33,1593,1377,2
0.97,0.002,101.35,1574,1460,2
1.10,0.003,101.35,1559,1519,2
1.11,0.004,101.37,1559,1564,2
1.15,0.005,101.37,1555,1593,2
1.25,0.005,101.37,1550,1614,2
1.36,0.007,101.40,1549,1627,2
1.46,0.008,101.41,1572,1639,2
1.54,0.010,101.43,1596,1646,2
1.65,0.012,101.44,1628,1652,2
1.75,0.013,101.46,1627,1656,2
1.85,0.017,101.49,1656,1658,2
2.01,0.020,101.53,1667,1662,2
2.14,0.023,101.56,1669,1665,2
2.16,0.024,101.56,1669,1663,2
2.24,0.026,101.58,1670,1666,2
2.35,0.027,101.60,1671,1666,2
2.45,0.031,101.64,1669,1665,2
2.55,0.034,101.67,1670,1668,2
2.66,0.037,101.70,1670,1669,2
2.76,0.039,101.72,1670,1670,2
2.84,0.044,101.77,1670,1669,2
2.97,0.046,101.79,1670,1672,2
3.12,0.051,101.84,1669,1671,2
3.16,0.053,101.86,1669,1674,2
3.24,0.056,101.89,1669,1672,2
3.35,0.059,101.92,1670,1672,2
3.45,0.064,101.97,1670,1673,2
3.55,0.067,102.00,1669,1675,2
3.66,0.072,102.05,1670,1675,2
3.76,0.074,102.07,1669,1677,2
3.93,0.081,102.14,1670,1675,2
3.98,0.084,102.17,1669,1679,2
4.11,0.089,102.22,1669,1678,2
4.15,0.091,102.24,1670,1679,2
4.25,0.096,102.30,1669,1677,2
4.36,0.100,102.33,1670,1679,2
4.46,0.104,102.37,1669,1679,2
4.54,0.108,102.41,1670,1679,2
4.65,0.113,102.47,1670,1680,2
4.75,0.118,102.51,1669,1681,2
4.85,0.123,102.56,1669,1682,2
5.01,0.130,102.63,1669,1683,2
5.14,0.137,102.71,1670,1686,2
5.14,0.137,102.71,1669,1680,2
5.25,0.142,102.76,1670,1684,2
5.35,0.148,102.82,1670,1685,2
5.45,0.153,102.87,1670,1687,2
5.56,0.158,102.92,1670,1687,2
5.66,0.164,102.98,1670,1687,2
5.76,0.170,103.04,1669,1689,2
5.84,0.175,103.09,1670,1690,2
6.12,0.183,103.17,1669,1689,2
6.12,0.191,103.25,1669,1693,2
6.16,0.192,103.26,1670,1695,2
6.25,0.196,103.31,1669,1689,2
6.35,0.202,103.37,1670,1689,2
6.45,0.209,103.43,1670,1690,2
6.56,0.216,103.50,1669,1693,2
6.66,0.222,103.57,1669,1695,2
6.76,0.228,103.63,1669,1695,2
6.91,0.237,103.71,1669,1696,2
6.97,0.242,103.76,1670,1700,2
7.11,0.250,103.84,1670,1698,2
7.15,0.252,103.87,1669,1700,2
7.25,0.259,103.94,1670,1695,2
7.36,0.265,104.00,1670,1697,2
7.46,0.272,104.07,1670,1698,2
7.54,0.278,104.13,1670,1700,2
7.65,0.285,104.20,1669,1700,2
7.75,0.290,104.26,1669,1701,2
7.97,0.306,104.41,1670,1700,2
8.01,0.307,104.43,1669,1694,2
8.16,0.320,104.55,1670,1709,2
8.16,0.319,104.54,1670,1700,2
8.26,0.326,104.61,1669,1708,2
8.36,0.334,104.69,1669,1708,2
8.45,0.339,104.75,1669,1709,2
8.55,0.346,104.82,1670,1707,2
8.65,0.354,104.90,1670,1707,2
8.76,0.361,104.97,1669,1709,2
8.95,0.375,105.11,1669,1710,2
8.96,0.375,105.11,1670,1702,2
9.15,0.390,105.26,1670,1713,2
9.15,0.389,105.25,1669,1704,2
9.25,0.397,105.33,1670,1715,2
9.36,0.405,105.41,1669,1715,2
9.46,0.413,105.49,1669,1716,2
9.56,0.420,105.57,1670,1716,2
9.66,0.428,105.64,1669,1716,2
9.75,0.434,105.71,1669,1717,2
9.92,0.446,105.82,1669,1715,2
10.00,0.453,105.90,1669,1721,2
10.17,0.467,106.03,1685,1720,2
10.17,0.466,106.03,1707,1711,2
10.25,0.473,106.10,1726,1720,2
10.35,0.481,106.18,1731,1720,2
10.46,0.489,106.26,1732,1721,2
10.56,0.497,106.34,1732,1722,2
10.66,0.504,106.41,1732,1722,2
10.77,0.513,106.50,1732,1722,2
10.85,0.519,106.56,1731,1724,2
10.99,0.530,106.67,1732,1722,2
11.14,0.541,106.79,1732,1727,2
11.16,0.544,106.81,1732,1718,2
11.26,0.551,106.89,1733,1728,2
11.37,0.559,106.96,1731,1727,2
11.45,0.565,107.02,1731,1727,2
11.55,0.573,107.11,1731,1726,2
11.65,0.581,107.18,1732,1727,2
11.76,0.589,107.27,1732,1728,2
