# MISSION PROFILE DATA
# Timestamp: 2026-06-25 16:02:55
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=95.00, I=0.00, D=650.00
# Neutral ADC: 1861
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.000,101.32,3890,1623,2
0.00,-0.000,101.32,3854,1623,2
0.04,-0.000,101.32,3798,1623,2
0.14,0.000,101.33,3739,1623,2
0.23,0.000,101.33,3682,1623,2
0.34,-0.001,101.31,3628,1623,2
0.44,0.000,101.33,3572,1617,2
0.64,0.001,101.33,3522,1630,2
0.64,-0.001,101.32,3469,1623,2
0.74,-0.000,101.32,3414,1617,2
0.84,-0.001,101.32,3361,1630,2
0.93,-0.000,101.32,3306,1617,2
1.03,-0.000,101.32,3251,1630,2
1.13,0.000,101.33,3195,1623,2
1.24,0.001,101.33,3147,1623,2
1.44,0.000,101.33,3081,1630,2
1.47,0.000,101.33,3025,1624,2
1.64,0.000,101.33,2973,1617,2
1.64,0.000,101.33,2923,1623,2
1.73,-0.000,101.32,2883,1623,2
1.83,-0.000,101.32,2836,1623,2
1.93,-0.000,101.32,2789,1623,2
2.04,-0.000,101.32,2738,1623,2
2.14,-0.000,101.32,2684,1623,2
2.25,-0.000,101.32,2629,1623,2
2.44,-0.001,101.32,2576,1623,2
2.47,0.001,101.34,2526,1623,2
2.63,-0.001,101.32,2466,1630,2
2.63,-0.000,101.32,2412,1624,2
2.73,-0.001,101.32,2358,1617,2
2.84,-0.001,101.31,2313,1617,2
2.94,-0.000,101.32,2250,1623,2
3.04,-0.000,101.32,2193,1630,2
3.15,0.000,101.33,2138,1623,2
3.23,-0.000,101.32,2091,1623,2
3.43,-0.000,101.32,2035,1623,2
3.49,-0.000,101.32,1973,1623,2
3.64,0.000,101.33,1923,1623,2
3.64,0.000,101.33,1870,1623,2
3.74,-0.000,101.32,1815,1623,2
3.84,-0.001,101.32,1765,1623,2
3.95,-0.000,101.32,1711,1617,2
4.03,-0.001,101.32,1668,1630,2
4.13,0.002,101.34,1630,1617,2
4.24,0.002,101.34,1599,1643,2
4.42,0.003,101.35,1588,1624,2
4.47,0.004,101.36,1579,1630,2
4.62,0.004,101.37,1598,1630,2
4.64,0.004,101.37,1614,1624,2
4.74,0.006,101.39,1613,1624,2
4.85,0.007,101.40,1613,1637,2
4.93,0.009,101.42,1613,1631,2
5.03,0.010,101.43,1613,1637,2
5.14,0.012,101.45,1613,1631,2
5.24,0.014,101.47,1613,1638,2
5.43,0.017,101.50,1613,1638,2
5.48,0.018,101.51,1612,1625,2
5.62,0.021,101.54,1613,1651,2
5.64,0.024,101.56,1613,1625,2
5.74,0.025,101.58,1613,1665,2
5.85,0.027,101.60,1628,1632,2
5.93,0.030,101.63,1653,1639,2
6.03,0.034,101.67,1661,1646,2
6.14,0.036,101.69,1662,1653,2
6.24,0.040,101.73,1663,1640,2
6.34,0.042,101.75,1662,1653,2
6.48,0.047,101.80,1662,1640,2
6.54,0.049,101.82,1663,1660,2
6.72,0.056,101.89,1663,1641,2
6.74,0.055,101.88,1663,1674,2
6.84,0.060,101.93,1663,1622,2
6.94,0.064,101.97,1662,1662,2
7.05,0.068,102.01,1662,1656,2
7.13,0.071,102.04,1663,1656,2
7.23,0.075,102.08,1662,1650,2
7.46,0.085,102.18,1662,1657,2
7.48,0.085,102.18,1663,1631,2
7.63,0.093,102.26,1662,1697,2
7.64,0.093,102.26,1662,1632,2
7.74,0.096,102.29,1663,1684,2
7.84,0.101,102.34,1662,1652,2
7.94,0.106,102.40,1662,1666,2
8.05,0.111,102.44,1662,1666,2
8.13,0.115,102.48,1662,1667,2
8.24,0.119,102.52,1662,1660,2
8.43,0.129,102.62,1662,1661,2
8.50,0.133,102.67,1662,1635,2
8.65,0.140,102.74,1662,1727,2
8.65,0.141,102.75,1685,1636,2
8.75,0.145,102.79,1689,1689,2
8.83,0.151,102.85,1673,1663,2
8.93,0.156,102.90,1660,1677,2
9.04,0.161,102.95,1658,1671,2
9.14,0.167,103.01,1658,1671,2
9.25,0.175,103.09,1658,1678,2
9.42,0.184,103.18,1658,1692,2
9.49,0.186,103.20,1658,1640,2
9.64,0.195,103.29,1658,1713,2
9.64,0.196,103.30,1662,1641,2
9.74,0.202,103.36,1663,1707,2
9.84,0.209,103.43,1661,1682,2
9.95,0.215,103.49,1669,1689,2
10.05,0.221,103.56,1683,1683,2
10.13,0.226,103.60,1685,1683,2
10.24,0.232,103.67,1685,1677,2
10.42,0.243,103.78,1685,1685,2
10.47,0.245,103.80,1685,1718,2
10.63,0.258,103.93,1685,1660,2
10.65,0.259,103.94,1686,1647,2
10.73,0.264,103.99,1685,1739,2
10.83,0.271,104.06,1705,1681,2
10.94,0.277,104.12,1705,1695,2
11.04,0.284,104.19,1688,1689,2
11.15,0.291,104.26,1679,1696,2
11.25,0.297,104.32,1678,1697,2
11.42,0.309,104.44,1677,1691,2
11.48,0.313,104.49,1678,1652,2
11.62,0.324,104.60,1677,1757,2
11.64,0.325,104.61,1674,1653,2
11.74,0.332,104.67,1685,1732,2
11.85,0.338,104.74,1689,1701,2
11.95,0.346,104.82,1701,1695,2
12.03,0.351,104.87,1713,1708,2
12.14,0.359,104.95,1715,1689,2
12.24,0.367,105.03,1714,1710,2
12.43,0.380,105.16,1715,1710,2
12.47,0.382,105.18,1715,1658,2
12.62,0.393,105.29,1712,1757,2
12.64,0.395,105.31,1705,1732,2
12.74,0.401,105.37,1717,1674,2
12.84,0.410,105.46,1724,1701,2
12.95,0.418,105.54,1726,1721,2
13.05,0.424,105.61,1726,1715,2
13.13,0.432,105.68,1726,1703,2
13.24,0.438,105.75,1726,1717,2
13.41,0.450,105.86,1726,1704,2
13.47,0.454,105.91,1725,1744,2
13.60,0.463,106.00,1726,1693,2
13.64,0.468,106.05,1726,1726,2
13.75,0.474,106.11,1726,1700,2
13.85,0.482,106.18,1726,1708,2
13.95,0.489,106.26,1726,1721,2
14.03,0.496,106.33,1726,1715,2
14.14,0.503,106.40,1726,1716,2
14.24,0.510,106.47,1725,1717,2
14.42,0.524,106.61,1725,1717,2
14.46,0.527,106.65,1726,1764,2
14.59,0.536,106.73,1726,1693,2
14.63,0.540,106.77,1726,1733,2
14.74,0.547,106.85,1726,1701,2
14.84,0.554,106.92,1725,1721,2
14.94,0.562,107.00,1726,1722,2
15.05,0.570,107.08,1726,1729,2
15.15,0.577,107.15,1726,1730,2
15.23,0.584,107.22,1726,1724,2
15.42,0.597,107.35,1726,1724,2
15.47,0.601,107.39,1726,1765,2
15.63,0.612,107.50,1726,1707,2
15.65,0.615,107.53,1726,1681,2
15.75,0.622,107.60,1726,1773,2
15.84,0.628,107.66,1726,1728,2
15.94,0.635,107.74,1726,1722,2
16.04,0.644,107.82,1726,1729,2
16.15,0.651,107.90,1726,1743,2
16.25,0.660,107.98,1726,1731,2
16.43,0.669,108.08,1725,1745,2
16.46,0.674,108.13,1726,1746,2
16.65,0.689,108.28,1726,1720,2
16.65,0.690,108.28,1726,1688,2
16.75,0.696,108.35,1726,1793,2
16.85,0.704,108.43,1747,1729,2
16.93,0.710,108.49,1766,1742,2
17.04,0.717,108.56,1775,1730,2
17.14,0.725,108.64,1776,1737,2
17.24,0.732,108.72,1776,1744,2
17.43,0.746,108.86,1776,1739,2
17.47,0.749,108.89,1776,1785,2
17.63,0.761,109.00,1777,1714,2
17.65,0.763,109.02,1774,1695,2
17.75,0.771,109.10,1749,1787,2
17.85,0.778,109.17,1742,1749,2
17.94,0.784,109.24,1757,1743,2
18.04,0.791,109.31,1766,1737,2
18.14,0.799,109.39,1768,1744,2
18.25,0.806,109.46,1767,1751,2
18.41,0.818,109.58,1767,1746,2
18.47,0.822,109.62,1767,1779,2
18.61,0.833,109.73,1767,1728,2
18.65,0.836,109.76,1767,1774,2
18.75,0.844,109.84,1767,1722,2
18.84,0.849,109.89,1767,1756,2
18.94,0.856,109.97,1767,1737,2
19.04,0.864,110.04,1767,1750,2
19.15,0.870,110.10,1767,1758,2
19.25,0.878,110.19,1766,1745,2
19.43,0.891,110.32,1767,1759,2
19.62,0.895,110.35,1767,1707,2
19.62,0.904,110.45,1765,1819,2
19.64,0.906,110.47,1763,1709,2
19.75,0.914,110.55,1762,1781,2
19.85,0.921,110.61,1746,1762,2
19.95,0.928,110.69,1734,1756,2
20.04,0.934,110.75,1732,1757,2
20.14,0.942,110.83,1732,1751,2
20.24,0.949,110.90,1732,1765,2
20.44,0.962,111.03,1731,1759,2
20.49,0.966,111.07,1731,1714,2
20.63,0.975,111.17,1731,1826,2
20.65,0.978,111.19,1734,1715,2
20.75,0.984,111.26,1756,1794,2
20.86,0.992,111.33,1770,1756,2
20.96,0.999,111.40,1772,1770,2
21.04,1.005,111.46,1772,1764,2
21.15,1.012,111.54,1772,1758,2
21.25,1.020,111.62,1773,1765,2
21.42,1.032,111.74,1773,1772,2
21.48,1.036,111.77,1772,1720,2
21.62,1.046,111.88,1772,1826,2
21.64,1.048,111.90,1770,1788,2
21.74,1.054,111.96,1784,1736,2
21.84,1.061,112.03,1793,1763,2
21.94,1.068,112.10,1792,1770,2
22.05,1.076,112.18,1786,1770,2
22.15,1.083,112.25,1767,1778,2
22.25,1.089,112.31,1761,1772,2
22.40,1.098,112.41,1761,1766,2
22.48,1.105,112.47,1761,1786,2
22.63,1.115,112.57,1761,1774,2
