# MISSION PROFILE DATA
# Timestamp: 2026-06-25 15:38:34
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=43.35, I=0.91, D=30.46
# Neutral ADC: 1845
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
47.62,2.683,128.40,1810,1853,2
47.73,2.688,128.45,1810,1853,2
47.81,2.693,128.50,1810,1853,2
47.91,2.696,128.54,1809,1853,2
48.02,2.702,128.59,1810,1853,2
48.12,2.707,128.64,1810,1854,2
48.23,2.711,128.68,1810,1854,2
48.38,2.720,128.77,1809,1854,2
48.43,2.720,128.78,1809,1855,2
48.57,2.727,128.84,1809,1854,2
48.61,2.730,128.87,1810,1855,2
48.72,2.734,128.91,1809,1855,2
48.82,2.739,128.97,1809,1855,2
48.92,2.744,129.02,1810,1855,2
49.03,2.750,129.07,1810,1856,2
49.11,2.754,129.11,1809,1856,2
49.21,2.758,129.15,1809,1856,2
49.39,2.766,129.24,1810,1856,2
49.45,2.768,129.26,1809,1856,2
49.58,2.776,129.34,1810,1857,2
49.62,2.776,129.34,1810,1858,2
49.72,2.782,129.39,1809,1857,2
49.83,2.786,129.44,1809,1858,2
49.91,2.790,129.48,1810,1858,2
50.01,2.796,129.54,1810,1858,2
50.12,2.800,129.58,1810,1858,2
50.22,2.805,129.63,1810,1858,2
50.35,2.811,129.69,1809,1859,2
50.54,2.820,129.79,1810,1859,2
50.54,2.819,129.77,1810,1859,2
50.63,2.825,129.83,1810,1859,2
50.71,2.827,129.86,1809,1860,2
50.82,2.833,129.91,1814,1860,2
50.92,2.838,129.96,1831,1860,2
51.03,2.842,130.00,1852,1860,2
51.11,2.847,130.05,1863,1860,2
51.21,2.851,130.10,1865,1861,2
51.34,2.856,130.14,1865,1861,2
51.53,2.864,130.22,1865,1861,2
51.53,2.865,130.24,1864,1861,2
51.61,2.870,130.28,1864,1862,2
51.71,2.873,130.32,1865,1862,2
51.82,2.877,130.35,1864,1862,2
51.92,2.882,130.40,1864,1862,2
52.03,2.886,130.45,1864,1862,2
52.11,2.890,130.49,1863,1863,2
52.21,2.895,130.54,1864,1863,2
52.35,2.900,130.59,1865,1863,2
52.53,2.907,130.66,1864,1863,2
52.53,2.907,130.66,1865,1863,2
52.61,2.911,130.70,1865,1864,2
52.72,2.915,130.74,1864,1864,2
52.82,2.919,130.78,1864,1864,2
52.92,2.924,130.83,1864,1864,2
53.03,2.927,130.86,1865,1865,2
53.11,2.931,130.90,1864,1865,2
53.22,2.935,130.94,1865,1865,2
53.38,2.941,131.01,1865,1865,2
53.58,2.949,131.09,1864,1866,2
53.59,2.949,131.08,1865,1865,2
53.63,2.950,131.09,1864,1866,2
53.71,2.953,131.12,1865,1866,2
53.81,2.957,131.17,1864,1866,2
53.92,2.961,131.21,1865,1866,2
54.02,2.965,131.25,1864,1866,2
54.13,2.968,131.28,1864,1867,2
54.23,2.973,131.32,1864,1867,2
54.39,2.978,131.38,1865,1867,2
54.43,2.980,131.39,1865,1868,2
54.59,2.985,131.44,1865,1867,2
54.61,2.986,131.45,1864,1868,2
54.71,2.990,131.50,1865,1868,2
54.82,2.994,131.54,1865,1868,2
54.92,2.997,131.57,1864,1868,2
55.03,3.001,131.61,1864,1868,2
55.13,3.003,131.63,1864,1869,2
55.21,3.007,131.67,1864,1869,2
55.36,3.011,131.71,1865,1869,2
55.44,3.014,131.74,1864,1869,2
55.60,3.020,131.80,1864,1869,2
55.62,3.020,131.80,1864,1869,2
55.73,3.025,131.85,1865,1870,2
55.83,3.026,131.86,1865,1870,2
55.91,3.029,131.89,1864,1870,2
56.02,3.032,131.92,1864,1870,2
56.12,3.036,131.96,1864,1870,2
56.23,3.040,132.00,1865,1871,2
56.38,3.044,132.04,1865,1871,2
56.43,3.046,132.06,1864,1871,2
56.58,3.051,132.11,1865,1871,2
56.63,3.052,132.12,1864,1872,2
56.73,3.055,132.16,1865,1871,2
56.81,3.058,132.18,1864,1872,2
56.92,3.061,132.21,1864,1872,2
57.02,3.063,132.24,1865,1872,2
57.12,3.067,132.27,1864,1872,2
57.23,3.070,132.31,1865,1872,2
57.36,3.074,132.34,1865,1873,2
57.53,3.078,132.39,1864,1873,2
