# MISSION PROFILE DATA
# Timestamp: 2026-06-25 16:27:37
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Deep Tolerance: 0.00 m
# Shallow Tolerance: -- m
# Hold Duration: 30 s
# PID: P=110.00, I=0.00, D=1300.00
# Neutral ADC: 1832
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.001,101.32,3943,1832,2
0.00,0.000,101.33,3933,1562,2
0.10,0.000,101.33,3881,1562,2
0.26,0.001,101.33,3825,946,2
0.31,-0.000,101.32,3783,1557,2
0.41,-0.000,101.32,3734,1570,2
0.49,-0.001,101.32,3679,1544,2
0.60,-0.000,101.32,3625,1544,2
0.70,0.000,101.33,3577,1570,2
0.88,-0.000,101.32,3529,1557,2
1.04,0.001,101.33,3477,1557,2
1.04,0.000,101.33,3424,1557,2
1.11,-0.000,101.32,3372,1570,2
1.21,0.000,101.33,3320,1544,2
1.29,-0.000,101.32,3265,1557,2
1.39,0.000,101.33,3210,1557,2
1.50,-0.000,101.32,3157,1557,2
1.60,-0.000,101.32,3099,1557,2
1.71,0.000,101.33,3046,1557,2
1.79,-0.001,101.31,2993,1557,2
1.91,0.001,101.33,2944,1544,2
2.03,0.000,101.33,2895,1557,2
2.09,-0.000,101.32,2850,1583,2
2.19,-0.000,101.32,2804,1544,2
2.30,0.001,101.33,2756,1557,2
2.40,-0.000,101.32,2704,1570,2
2.50,0.001,101.33,2651,1557,2
2.61,0.000,101.33,2594,1544,2
2.71,0.000,101.33,2549,1570,2
2.79,0.000,101.33,2499,1544,2
2.93,-0.000,101.32,2448,1557,2
3.05,-0.000,101.32,2397,1557,2
3.09,-0.000,101.32,2345,1557,2
3.20,0.000,101.33,2292,1557,2
3.30,-0.000,101.32,2235,1557,2
3.40,-0.001,101.32,2183,1557,2
3.50,0.000,101.33,2129,1557,2
3.61,0.001,101.33,2075,1544,2
3.69,0.000,101.33,2019,1570,2
3.80,-0.001,101.31,1965,1557,2
4.03,0.000,101.33,1910,1544,2
4.03,-0.000,101.32,1859,1557,2
4.10,-0.000,101.32,1807,1570,2
4.20,0.000,101.33,1755,1557,2
4.30,0.001,101.33,1703,1557,2
4.41,0.001,101.33,1653,1557,2
4.51,0.000,101.33,1608,1570,2
4.59,0.001,101.33,1565,1557,2
4.70,0.001,101.34,1534,1557,2
4.80,0.003,101.36,1514,1557,2
4.92,0.003,101.36,1501,1557,2
5.04,0.005,101.38,1506,1583,2
5.10,0.006,101.39,1522,1557,2
5.20,0.008,101.40,1540,1584,2
5.31,0.011,101.43,1553,1571,2
5.41,0.011,101.44,1553,1584,2
5.49,0.014,101.47,1553,1597,2
5.59,0.015,101.47,1553,1598,2
5.70,0.019,101.52,1553,1572,2
5.80,0.021,101.54,1556,1611,2
5.92,0.025,101.57,1580,1559,2
6.12,0.031,101.64,1593,1585,2
6.12,0.031,101.64,1596,1612,2
6.20,0.033,101.66,1596,1560,2
6.30,0.037,101.70,1596,1638,2
6.40,0.040,101.73,1596,1587,2
6.51,0.044,101.77,1596,1613,2
6.59,0.048,101.81,1595,1600,2
6.69,0.051,101.84,1607,1666,2
6.85,0.055,101.88,1632,1602,2
6.92,0.061,101.94,1643,1563,2
7.05,0.066,101.99,1635,1615,2
7.09,0.069,102.02,1621,1642,2
7.20,0.072,102.05,1609,1669,2
7.30,0.077,102.11,1625,1604,2
7.40,0.082,102.15,1640,1565,2
7.51,0.086,102.20,1627,1630,2
7.59,0.091,102.24,1610,1631,2
7.70,0.096,102.29,1602,1684,2
7.80,0.101,102.34,1611,1633,2
7.92,0.108,102.41,1627,1568,2
8.05,0.113,102.47,1613,1633,2
8.11,0.118,102.52,1597,1660,2
8.21,0.123,102.57,1603,1634,2
8.29,0.128,102.61,1619,1635,2
8.40,0.134,102.68,1621,1701,2
8.50,0.138,102.72,1636,1650,2
8.60,0.147,102.81,1631,1572,2
8.71,0.151,102.85,1605,1624,2
8.92,0.164,102.98,1600,1690,2
8.92,0.165,102.99,1600,1626,2
9.04,0.172,103.06,1611,1574,2
9.10,0.177,103.11,1605,1757,2
9.20,0.183,103.17,1615,1732,2
9.30,0.190,103.24,1638,1576,2
9.41,0.197,103.31,1627,1655,2
9.51,0.203,103.37,1611,1669,2
9.59,0.208,103.43,1616,1670,2
9.70,0.216,103.50,1651,1723,2
9.80,0.222,103.56,1667,1685,2
9.92,0.230,103.65,1674,1581,2
10.06,0.240,103.75,1660,1659,2
10.10,0.244,103.78,1642,1686,2
10.20,0.251,103.86,1637,1766,2
10.30,0.258,103.93,1645,1584,2
10.41,0.265,104.00,1638,1676,2
10.51,0.274,104.09,1657,1676,2
10.59,0.279,104.14,1660,1677,2
10.70,0.287,104.22,1670,1770,2
10.88,0.301,104.36,1695,1693,2
10.92,0.303,104.38,1707,1589,2
11.05,0.313,104.49,1700,1772,2
11.11,0.317,104.53,1704,1616,2
11.19,0.324,104.60,1691,1721,2
11.30,0.332,104.67,1675,1736,2
11.40,0.339,104.75,1674,1698,2
11.50,0.346,104.82,1693,1594,2
11.61,0.355,104.91,1676,1685,2
11.71,0.364,104.99,1658,1686,2
11.79,0.369,105.05,1651,1713,2
11.91,0.379,105.15,1669,1780,2
12.04,0.388,105.24,1687,1598,2
12.11,0.394,105.30,1687,1729,2
12.21,0.402,105.39,1690,1717,2
12.29,0.408,105.44,1708,1678,2
12.40,0.416,105.53,1727,1784,2
12.50,0.424,105.61,1743,1707,2
12.60,0.432,105.69,1736,1708,2
12.70,0.440,105.77,1708,1604,2
12.87,0.454,105.91,1679,1709,2
13.03,0.456,105.92,1661,1709,2
13.03,0.466,106.02,1661,1789,2
13.11,0.473,106.10,1665,1633,2
13.19,0.479,106.16,1663,1738,2
13.30,0.488,106.25,1686,1779,2
13.40,0.497,106.34,1704,1728,2
13.50,0.505,106.42,1711,1729,2
13.61,0.512,106.49,1718,1612,2
13.71,0.521,106.58,1701,1717,2
13.80,0.527,106.64,1683,1704,2
13.93,0.537,106.75,1677,1810,2
14.07,0.549,106.86,1687,1615,2
14.10,0.551,106.89,1681,1746,2
14.20,0.560,106.98,1696,1800,2
14.30,0.567,107.05,1718,1736,2
14.41,0.576,107.14,1725,1619,2
14.51,0.585,107.23,1708,1710,2
14.61,0.593,107.31,1690,1737,2
14.69,0.599,107.37,1674,1738,2
14.80,0.607,107.45,1701,1805,2
14.91,0.617,107.55,1728,1728,2
15.02,0.626,107.65,1739,1624,2
15.11,0.634,107.72,1723,1755,2
15.21,0.641,107.80,1702,1743,2
15.29,0.649,107.88,1693,1731,2
15.40,0.657,107.96,1690,1823,2
15.50,0.665,108.04,1700,1733,2
15.60,0.674,108.13,1716,1734,2
15.71,0.682,108.21,1708,1630,2
15.87,0.695,108.34,1693,1748,2
15.91,0.699,108.38,1699,1736,2
16.05,0.709,108.48,1723,1802,2
16.11,0.716,108.55,1743,1686,2
16.21,0.724,108.63,1743,1765,2
16.29,0.730,108.69,1747,1727,2
16.40,0.739,108.79,1766,1819,2
16.50,0.749,108.88,1788,1755,2
