# MISSION PROFILE DATA
# Timestamp: 2026-06-18 19:14:52
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=30.00, I=0.00, D=0.00
# Neutral ADC: 1609
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.001,101.32,3878,1912,2
0.00,0.000,101.33,3838,1932,2
0.00,-0.000,101.32,3902,1884,2
0.10,-0.000,101.32,3679,1962,2
0.20,-0.000,101.32,3626,1966,2
0.30,0.000,101.33,3579,1970,2
0.41,-0.000,101.32,3534,1972,2
0.51,0.000,101.33,3484,1974,2
0.61,0.000,101.33,3436,1975,2
0.72,-0.000,101.32,3387,1976,2
0.82,0.000,101.33,3338,1976,2
0.90,-0.000,101.32,3288,1977,2
1.16,-0.001,101.32,3236,1977,2
1.16,-0.001,101.32,3185,1977,2
1.33,-0.000,101.32,3143,1977,2
1.33,-0.000,101.32,3090,1977,2
1.40,0.001,101.33,3040,1977,2
1.50,-0.000,101.32,2992,1977,2
1.61,0.000,101.33,2947,1977,2
1.71,-0.000,101.32,2903,1977,2
1.80,0.000,101.33,2863,1977,2
1.91,0.000,101.33,2822,1977,2
2.30,-0.000,101.32,2687,1977,2
2.30,-0.001,101.32,2778,1977,2
2.30,-0.001,101.32,2735,1977,2
2.50,0.001,101.33,2546,1977,2
2.50,-0.000,101.32,2589,1977,2
2.60,-0.000,101.32,2502,1978,2
2.70,0.000,101.33,2454,1978,2
2.80,0.000,101.33,2407,1978,2
2.91,0.000,101.33,2361,1978,2
3.42,-0.000,101.32,2215,1978,2
3.42,-0.001,101.32,2170,1978,2
3.42,0.001,101.33,2314,1978,2
3.42,0.000,101.33,2265,1978,2
3.43,0.001,101.33,2128,1978,2
3.51,-0.001,101.32,2090,1978,2
3.61,0.000,101.33,2056,1977,2
3.71,0.001,101.34,2019,1978,2
3.82,0.001,101.33,1991,1978,2
3.92,0.000,101.33,1977,1978,2
4.01,-0.001,101.32,1976,1977,2
4.16,-0.000,101.32,1975,1977,2
4.31,0.001,101.33,1976,1978,2
4.41,0.000,101.33,1975,1978,2
4.50,-0.000,101.32,1974,1977,2
4.60,-0.000,101.32,1975,1977,2
4.71,-0.000,101.32,1974,1977,2
4.81,-0.001,101.32,1974,1977,2
4.90,0.001,101.34,1973,1977,2
5.01,-0.001,101.32,1973,1978,2
5.30,0.000,101.33,1974,1977,2
5.30,-0.000,101.32,1974,1977,2
5.30,0.000,101.33,1975,1977,2
5.50,0.000,101.33,1974,1978,2
5.50,0.000,101.33,1974,1978,2
5.61,0.000,101.33,1975,1978,2
5.70,-0.000,101.32,1975,1978,2
5.81,-0.000,101.32,1976,1978,2
5.91,-0.001,101.31,1975,1978,2
6.16,-0.001,101.32,1975,1977,2
6.16,-0.000,101.32,1974,1977,2
6.46,0.000,101.33,1974,1978,2
6.46,-0.000,101.32,1975,1978,2
6.60,-0.000,101.32,1975,1978,2
6.60,0.001,101.33,1975,1978,2
