# MISSION PROFILE DATA
# Timestamp: 2026-06-25 00:58:22
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=39.32, I=1.25, D=100.00
# Neutral ADC: 1850
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.000,101.33,2097,2055,2
0.00,0.000,101.33,2099,2000,2
0.08,-0.001,101.31,2097,909,2
0.18,-0.000,101.32,2071,1161,2
0.29,-0.001,101.32,2017,1339,2
0.39,-0.000,101.32,1967,1462,2
0.52,0.000,101.33,1919,1549,2
0.72,-0.000,101.32,1879,1610,2
0.72,-0.001,101.32,1844,1652,2
0.78,0.001,101.33,1815,1682,2
0.88,0.000,101.33,1790,1703,2
0.98,0.001,101.33,1768,1717,2
1.09,-0.000,101.32,1752,1728,2
1.17,0.001,101.33,1746,1735,2
1.28,0.001,101.34,1742,1740,2
1.38,0.001,101.33,1741,1743,2
1.59,0.001,101.34,1742,1746,2
1.71,0.003,101.36,1742,1747,2
1.71,0.003,101.35,1741,1749,2
1.77,0.002,101.35,1742,1750,2
1.88,0.004,101.36,1742,1750,2
1.98,0.004,101.36,1742,1751,2
2.09,0.005,101.38,1742,1751,2
2.19,0.006,101.39,1742,1752,2
2.27,0.006,101.39,1742,1752,2
2.38,0.008,101.40,1742,1752,2
2.49,0.009,101.42,1742,1752,2
2.72,0.011,101.44,1741,1753,2
2.72,0.011,101.44,1742,1752,2
2.78,0.012,101.44,1741,1753,2
2.88,0.013,101.46,1742,1753,2
2.99,0.014,101.47,1742,1753,2
3.07,0.017,101.49,1743,1753,2
3.18,0.017,101.50,1742,1754,2
3.28,0.019,101.52,1742,1753,2
3.38,0.020,101.53,1742,1753,2
3.49,0.022,101.55,1742,1753,2
3.67,0.026,101.59,1742,1754,2
3.89,0.029,101.62,1742,1753,2
3.89,0.030,101.63,1742,1754,2
3.89,0.030,101.63,1742,1754,2
3.99,0.032,101.65,1742,1755,2
4.09,0.034,101.67,1742,1755,2
4.17,0.036,101.69,1742,1755,2
