# MISSION PROFILE DATA
# Timestamp: 2026-06-18 19:19:03
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.33 m
# Hold Duration: 30 s
# PID: P=28.00, I=0.05, D=12.50
# Neutral ADC: 2048
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.001,101.33,3906,1884,2
0.02,-0.000,101.32,3878,1912,2
0.16,0.001,101.33,3826,1932,2
0.33,-0.000,101.32,3773,1945,2
0.33,0.001,101.33,3720,1955,2
0.49,0.000,101.33,3667,1962,2
0.59,-0.000,101.32,3615,1966,2
0.64,-0.000,101.32,3570,1970,2
0.78,-0.000,101.32,3521,1972,2
0.82,0.000,101.33,3473,1974,2
0.92,0.000,101.33,3424,1975,2
1.03,-0.000,101.32,3376,1976,2
1.13,0.000,101.33,3325,1976,2
1.23,0.001,101.33,3277,1977,2
1.34,-0.001,101.31,3223,1977,2
1.42,-0.000,101.32,3171,1977,2
1.52,0.001,101.33,3121,1977,2
1.63,0.000,101.33,3072,1977,2
1.73,-0.000,101.32,3022,1977,2
1.83,-0.000,101.32,2976,1977,2
1.93,0.001,101.33,2930,1977,2
2.04,0.001,101.33,2881,1978,2
2.12,0.000,101.33,2850,1978,2
2.22,0.000,101.33,2801,1977,2
2.33,-0.000,101.32,2766,1977,2
2.43,-0.000,101.32,2720,1977,2
2.53,-0.000,101.32,2673,1977,2
2.64,0.000,101.33,2623,1977,2
2.72,-0.000,101.32,2577,1977,2
2.82,-0.001,101.32,2537,1977,2
2.92,-0.000,101.32,2491,1977,2
3.03,0.001,101.33,2453,1978,2
3.13,-0.001,101.32,2405,1978,2
3.23,0.000,101.33,2359,1977,2
3.34,-0.000,101.32,2312,1978,2
3.42,0.001,101.33,2263,1978,2
3.52,0.001,101.33,2214,1978,2
3.62,0.000,101.33,2168,1978,2
3.73,0.000,101.33,2126,1977,2
3.83,-0.000,101.32,2089,1977,2
3.93,-0.000,101.32,2056,1977,2
4.04,0.001,101.33,2019,1977,2
4.12,-0.000,101.32,1994,1978,2
4.22,-0.000,101.32,1985,1977,2
4.32,-0.000,101.32,1984,1977,2
4.43,0.000,101.33,1983,1977,2
4.53,0.000,101.33,1984,1977,2
4.63,0.001,101.34,1983,1977,2
4.74,0.001,101.34,1982,1978,2
4.84,0.001,101.34,1983,1978,2
4.92,0.002,101.34,1981,1978,2
5.02,0.003,101.35,1982,1978,2
5.13,0.002,101.35,1982,1978,2
5.23,0.003,101.36,1981,1978,2
5.33,0.003,101.35,1981,1978,2
5.44,0.004,101.37,1980,1978,2
5.54,0.005,101.37,1980,1978,2
5.62,0.005,101.38,1980,1978,2
5.73,0.006,101.38,1981,1978,2
5.83,0.007,101.40,1981,1978,2
5.93,0.007,101.39,1980,1978,2
6.03,0.008,101.41,1981,1978,2
6.14,0.009,101.41,1981,1978,2
6.22,0.010,101.42,1980,1978,2
6.32,0.010,101.43,1981,1978,2
6.43,0.012,101.44,1983,1978,2
6.53,0.012,101.44,1980,1978,2
6.63,0.013,101.46,1980,1978,2
6.73,0.015,101.47,1980,1978,2
6.84,0.016,101.48,1979,1978,2
6.92,0.018,101.50,1980,1978,2
7.02,0.018,101.51,1982,1978,2
7.13,0.019,101.52,1981,1978,2
7.23,0.021,101.54,1982,1978,2
7.33,0.022,101.54,1981,1978,2
7.44,0.023,101.56,1981,1978,2
7.54,0.024,101.57,1981,1978,2
7.64,0.026,101.58,1982,1978,2
7.72,0.027,101.60,1981,1978,2
7.83,0.029,101.62,1981,1978,2
7.93,0.030,101.63,1981,1978,2
8.03,0.032,101.65,1981,1979,2
8.14,0.033,101.66,1981,1979,2
8.24,0.035,101.68,1981,1979,2
8.34,0.036,101.69,1981,1979,2
8.42,0.037,101.70,1981,1979,2
8.53,0.040,101.73,1981,1979,2
8.63,0.042,101.75,1981,1979,2
8.73,0.044,101.77,1980,1979,2
8.83,0.045,101.78,1981,1979,2
8.94,0.048,101.81,1982,1979,2
9.04,0.049,101.82,1980,1979,2
9.12,0.052,101.84,1981,1979,2
9.23,0.052,101.85,1981,1979,2
9.33,0.054,101.87,1981,1979,2
9.43,0.057,101.90,1981,1979,2
9.54,0.059,101.92,1980,1979,2
9.64,0.061,101.94,1982,1979,2
9.74,0.064,101.97,1981,1979,2
9.82,0.065,101.98,1981,1980,2
9.93,0.068,102.01,1983,1980,2
10.03,0.070,102.03,1983,1980,2
10.13,0.072,102.06,1982,1980,2
10.23,0.074,102.07,1983,1980,2
10.34,0.077,102.10,1982,1980,2
10.44,0.079,102.12,1982,1980,2
10.54,0.082,102.16,1981,1980,2
10.62,0.084,102.17,1982,1980,2
10.73,0.087,102.20,1984,1980,2
10.83,0.089,102.22,1982,1980,2
10.93,0.091,102.25,1982,1980,2
11.04,0.094,102.28,1982,1980,2
11.14,0.097,102.30,1982,1980,2
11.22,0.099,102.33,1982,1981,2
11.33,0.101,102.35,1983,1981,2
11.43,0.104,102.38,1983,1981,2
11.53,0.107,102.40,1983,1981,2
11.63,0.110,102.44,1983,1981,2
11.74,0.112,102.46,1983,1981,2
11.84,0.117,102.51,1983,1981,2
11.94,0.119,102.52,1983,1981,2
