# MISSION PROFILE DATA
# Timestamp: 2026-06-18 19:00:52
# Deep Target: -- m
# Shallow Target: -- m
# Profile Count: --
# Arrival Tolerance: -- m
# Hold Duration: -- s
# PID: P=--, I=--, D=--
# Neutral ADC: --
# Bounds: -- to --
# Depth Offset: -- m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,0.000,101.33,3932,120,2
0.13,-0.000,101.32,3907,120,2
0.23,-0.000,101.32,3865,120,2
0.29,-0.000,101.32,3809,120,2
0.43,0.000,101.33,3757,120,2
0.58,0.000,101.33,3705,120,2
0.65,-0.000,101.32,3652,120,2
0.83,0.001,101.33,3604,120,2
0.84,0.000,101.33,3563,120,2
0.97,-0.000,101.32,3515,120,2
1.02,0.002,101.34,3470,120,2
1.16,-0.000,101.32,3422,120,2
1.19,0.000,101.33,3376,120,2
1.29,0.001,101.33,3329,120,2
1.39,0.000,101.33,3281,120,2
1.55,0.000,101.33,3231,120,2
1.59,0.000,101.33,3181,120,2
1.73,-0.000,101.32,3133,120,2
1.79,-0.000,101.32,3086,120,2
1.89,-0.001,101.32,3038,120,2
1.99,-0.000,101.32,2990,120,2
2.12,0.000,101.33,2946,120,2
2.29,-0.000,101.32,2904,120,2
2.29,-0.000,101.32,2864,120,2
2.39,0.000,101.33,2824,120,2
2.52,0.000,101.33,2782,120,2
2.72,0.000,101.33,2737,120,2
2.72,0.000,101.33,2690,120,2
2.79,-0.001,101.32,2640,120,2
2.89,0.001,101.34,2594,120,2
2.99,0.000,101.33,2551,120,2
3.10,-0.000,101.32,2508,120,2
3.29,0.000,101.33,2461,120,2
3.29,0.001,101.33,2415,120,2
3.39,-0.000,101.32,2369,120,2
3.57,-0.000,101.32,2322,120,2
3.63,0.000,101.33,2275,120,2
3.77,-0.001,101.32,2226,120,2
3.79,0.001,101.33,2178,120,2
3.89,-0.000,101.32,2129,120,2
4.02,-0.000,101.32,2081,120,2
4.19,0.000,101.33,2039,120,2
4.20,0.000,101.33,1991,120,2
4.29,-0.001,101.32,1946,120,2
4.39,0.001,101.33,1903,120,2
4.49,0.001,101.33,1851,120,2
4.63,0.000,101.33,1803,120,2
4.70,0.001,101.34,1761,120,2
